Goal ID,단계,영역,목표,상세 목표 설명,해야 할 작업,하지 말아야 할 작업,참조/확인 대상,산출물,단위테스트 상세,결과 문서,결과 문서 필수 내용,선행 Goal,완료 기준,완료 체크리스트,우선순위
G1F-005,Phase 1 - Unity 대체 기반 구현,효과 처리,EffectRegistry contract,"EffectRegistry contract Goal은 'effect lookup 계약 확정'를 완성하기 위한 작업이다. AutoProcessing, Effects, MultipleSkills가 붙을 effect queue, context, scheduler, timing contract를 만든다. 산출물은 'EffectRegistry 인터페이스'이며, 완료 기준은 'EffectRegistry 계약 테스트 통과'이다.",1. 선행 Goal 'G1F-001' 완료 여부를 확인한다. 2. 상세 지시서 'docs/goal-specs/G1F-005_effectregistry_contract.md'를 읽는다. 3. 작업 범위 'effect lookup 계약 확정'에 해당하는 파일과 API만 확인한다. 4. 필요한 AS-IS 원본은 읽기 전용으로 분석한다. 5. 산출물 'EffectRegistry 인터페이스'을 작성하거나 갱신한다. 6. 단위테스트 'register lookup missing binding 테스트'를 작성한다. 7. 테스트를 실행하고 실패가 있으면 같은 Goal 범위 안에서 수정한다. 8. 결과 문서 'docs/test-results/goals/G1F-005_effect_registry_contract_unit_test_results.md'를 작성한다.,Unity 대체 기반만 구현한다. Phase 1 완료 전에는 Assets 룰/카드 효과 포팅을 하지 않는다. 원본 DCGO/Assets 파일은 수정하지 않는다. 다른 Goal을 함께 처리하지 않는다. 단위테스트 없이 완료라고 말하지 않는다. 결과 문서 없이 완료라고 말하지 않는다. 완성 기준을 충족하지 않는 자리표시 구현을 완료로 간주하지 않는다.,docs/headless_complete_goal_breakdown_ko.csv | docs/headless_goal_spec_index.csv | docs/goal-specs/G1F-005_effectregistry_contract.md | docs/headless_goal_execution_prompt.md | src/HeadlessDCGO.Engine/Headless | docs/test-results/goals/G1F-005_effect_registry_contract_unit_test_results.md,EffectRegistry 인터페이스,"테스트는 'register lookup missing binding 테스트'를 직접 검증해야 한다. 정상 케이스, 실패/예외 케이스, 결정성이 필요한 경우 동일 입력 반복 케이스를 포함한다. 테스트 파일명과 테스트 명령을 결과 문서에 기록한다. Goal 범위 밖 동작을 검증하기 위해 새 구현을 끌어오지 않는다.",docs/test-results/goals/G1F-005_effect_registry_contract_unit_test_results.md,"실행 일시, 수정/생성 파일, 참조한 원본 파일, 테스트 명령, 전체/통과/실패/스킵 수, 실패 상세, 테스트하지 못한 항목, 미해결 리스크, 완료 판정을 포함한다.",G1F-001,EffectRegistry 계약 테스트 통과,선행 Goal 확인; 상세 지시서 확인; 작업 범위 준수; 원본 소스 미수정; 산출물 작성; 단위테스트 작성; 단위테스트 실행; 실패 0개; 결과 문서 작성; 완료 기준 'EffectRegistry 계약 테스트 통과' 충족,높음
G1F-006,Phase 1 - Unity 대체 기반 구현,효과 처리,Continuous Replacement query contract,"Continuous Replacement query contract Goal은 '상시 대체 효과 조회 경계 확정'를 완성하기 위한 작업이다. AutoProcessing, Effects, MultipleSkills가 붙을 effect queue, context, scheduler, timing contract를 만든다. 산출물은 'IEffectQueryService 계약s'이며, 완료 기준은 'Effect query 계약 테스트 통과'이다.",1. 선행 Goal 'G1F-005' 완료 여부를 확인한다. 2. 상세 지시서 'docs/goal-specs/G1F-006_continuous_replacement_query_contract.md'를 읽는다. 3. 작업 범위 '상시 대체 효과 조회 경계 확정'에 해당하는 파일과 API만 확인한다. 4. 필요한 AS-IS 원본은 읽기 전용으로 분석한다. 5. 산출물 'IEffectQueryService 계약s'을 작성하거나 갱신한다. 6. 단위테스트 '수치/비용 변경 제한 대체 효과 query 테스트'를 작성한다. 7. 테스트를 실행하고 실패가 있으면 같은 Goal 범위 안에서 수정한다. 8. 결과 문서 'docs/test-results/goals/G1F-006_continuous_replacement_query_unit_test_results.md'를 작성한다.,Unity 대체 기반만 구현한다. Phase 1 완료 전에는 Assets 룰/카드 효과 포팅을 하지 않는다. 원본 DCGO/Assets 파일은 수정하지 않는다. 다른 Goal을 함께 처리하지 않는다. 단위테스트 없이 완료라고 말하지 않는다. 결과 문서 없이 완료라고 말하지 않는다. 완성 기준을 충족하지 않는 자리표시 구현을 완료로 간주하지 않는다.,docs/headless_complete_goal_breakdown_ko.csv | docs/headless_goal_spec_index.csv | docs/goal-specs/G1F-006_continuous_replacement_query_contract.md | docs/headless_goal_execution_prompt.md | src/HeadlessDCGO.Engine/Headless | docs/test-results/goals/G1F-006_continuous_replacement_query_unit_test_results.md,IEffectQueryService 계약s,"테스트는 '수치/비용 변경 제한 대체 효과 query 테스트'를 직접 검증해야 한다. 정상 케이스, 실패/예외 케이스, 결정성이 필요한 경우 동일 입력 반복 케이스를 포함한다. 테스트 파일명과 테스트 명령을 결과 문서에 기록한다. Goal 범위 밖 동작을 검증하기 위해 새 구현을 끌어오지 않는다.",docs/test-results/goals/G1F-006_continuous_replacement_query_unit_test_results.md,"실행 일시, 수정/생성 파일, 참조한 원본 파일, 테스트 명령, 전체/통과/실패/스킵 수, 실패 상세, 테스트하지 못한 항목, 미해결 리스크, 완료 판정을 포함한다.",G1F-005,Effect query 계약 테스트 통과,선행 Goal 확인; 상세 지시서 확인; 작업 범위 준수; 원본 소스 미수정; 산출물 작성; 단위테스트 작성; 단위테스트 실행; 실패 0개; 결과 문서 작성; 완료 기준 'Effect query 계약 테스트 통과' 충족,높음
G1G-001,Phase 1 - Unity 대체 기반 구현,세션/네트워크 대체,Player session model,"Player session model Goal은 'local player session 모델 확정'를 완성하기 위한 작업이다. Photon room/player/RPC/ownership 의미를 local player id, action queue, event stream으로 대체한다. 산출물은 'HeadlessPlayerId SessionContext'이며, 완료 기준은 'session 모델 테스트 통과'이다.",1. 선행 Goal 'G1B-001' 완료 여부를 확인한다. 2. 상세 지시서 'docs/goal-specs/G1G-001_player_session_model.md'를 읽는다. 3. 작업 범위 'local player session 모델 확정'에 해당하는 파일과 API만 확인한다. 4. 필요한 AS-IS 원본은 읽기 전용으로 분석한다. 5. 산출물 'HeadlessPlayerId SessionContext'을 작성하거나 갱신한다. 6. 단위테스트 'player ownership turn identity 테스트'를 작성한다. 7. 테스트를 실행하고 실패가 있으면 같은 Goal 범위 안에서 수정한다. 8. 결과 문서 'docs/test-results/goals/G1G-001_player_session_model_unit_test_results.md'를 작성한다.,Unity 대체 기반만 구현한다. Phase 1 완료 전에는 Assets 룰/카드 효과 포팅을 하지 않는다. 원본 DCGO/Assets 파일은 수정하지 않는다. 다른 Goal을 함께 처리하지 않는다. 단위테스트 없이 완료라고 말하지 않는다. 결과 문서 없이 완료라고 말하지 않는다. 완성 기준을 충족하지 않는 자리표시 구현을 완료로 간주하지 않는다.,docs/headless_complete_goal_breakdown_ko.csv | docs/headless_goal_spec_index.csv | docs/goal-specs/G1G-001_player_session_model.md | docs/headless_goal_execution_prompt.md | src/HeadlessDCGO.Engine/Headless | docs/test-results/goals/G1G-001_player_session_model_unit_test_results.md,HeadlessPlayerId SessionContext,"테스트는 'player ownership turn identity 테스트'를 직접 검증해야 한다. 정상 케이스, 실패/예외 케이스, 결정성이 필요한 경우 동일 입력 반복 케이스를 포함한다. 테스트 파일명과 테스트 명령을 결과 문서에 기록한다. Goal 범위 밖 동작을 검증하기 위해 새 구현을 끌어오지 않는다.",docs/test-results/goals/G1G-001_player_session_model_unit_test_results.md,"실행 일시, 수정/생성 파일, 참조한 원본 파일, 테스트 명령, 전체/통과/실패/스킵 수, 실패 상세, 테스트하지 못한 항목, 미해결 리스크, 완료 판정을 포함한다.",G1B-001,session 모델 테스트 통과,선행 Goal 확인; 상세 지시서 확인; 작업 범위 준수; 원본 소스 미수정; 산출물 작성; 단위테스트 작성; 단위테스트 실행; 실패 0개; 결과 문서 작성; 완료 기준 'session 모델 테스트 통과' 충족,높음
G1G-002,Phase 1 - Unity 대체 기반 구현,세션/네트워크 대체,Action queue replay metadata,"Action queue replay metadata Goal은 'action queue와 replay metadata 확정'를 완성하기 위한 작업이다. Photon room/player/RPC/ownership 의미를 local player id, action queue, event stream으로 대체한다. 산출물은 'HeadlessActionQueue ReplayActionRecord'이며, 완료 기준은 'action queue 테스트 통과'이다.",1. 선행 Goal 'G1G-001; G1A-003' 완료 여부를 확인한다. 2. 상세 지시서 'docs/goal-specs/G1G-002_action_queue_replay_metadata.md'를 읽는다. 3. 작업 범위 'action queue와 replay metadata 확정'에 해당하는 파일과 API만 확인한다. 4. 필요한 AS-IS 원본은 읽기 전용으로 분석한다. 5. 산출물 'HeadlessActionQueue ReplayActionRecord'을 작성하거나 갱신한다. 6. 단위테스트 'ordering metadata serialization 테스트'를 작성한다. 7. 테스트를 실행하고 실패가 있으면 같은 Goal 범위 안에서 수정한다. 8. 결과 문서 'docs/test-results/goals/G1G-002_action_queue_replay_unit_test_results.md'를 작성한다.,Unity 대체 기반만 구현한다. Phase 1 완료 전에는 Assets 룰/카드 효과 포팅을 하지 않는다. 원본 DCGO/Assets 파일은 수정하지 않는다. 다른 Goal을 함께 처리하지 않는다. 단위테스트 없이 완료라고 말하지 않는다. 결과 문서 없이 완료라고 말하지 않는다. 완성 기준을 충족하지 않는 자리표시 구현을 완료로 간주하지 않는다.,docs/headless_complete_goal_breakdown_ko.csv | docs/headless_goal_spec_index.csv | docs/goal-specs/G1G-002_action_queue_replay_metadata.md | docs/headless_goal_execution_prompt.md | src/HeadlessDCGO.Engine/Headless | docs/test-results/goals/G1G-002_action_queue_replay_unit_test_results.md,HeadlessActionQueue ReplayActionRecord,"테스트는 'ordering metadata serialization 테스트'를 직접 검증해야 한다. 정상 케이스, 실패/예외 케이스, 결정성이 필요한 경우 동일 입력 반복 케이스를 포함한다. 테스트 파일명과 테스트 명령을 결과 문서에 기록한다. Goal 범위 밖 동작을 검증하기 위해 새 구현을 끌어오지 않는다.",docs/test-results/goals/G1G-002_action_queue_replay_unit_test_results.md,"실행 일시, 수정/생성 파일, 참조한 원본 파일, 테스트 명령, 전체/통과/실패/스킵 수, 실패 상세, 테스트하지 못한 항목, 미해결 리스크, 완료 판정을 포함한다.",G1G-001; G1A-003,action queue 테스트 통과,선행 Goal 확인; 상세 지시서 확인; 작업 범위 준수; 원본 소스 미수정; 산출물 작성; 단위테스트 작성; 단위테스트 실행; 실패 0개; 결과 문서 작성; 완료 기준 'action queue 테스트 통과' 충족,높음
G1G-003,Phase 1 - Unity 대체 기반 구현,세션/네트워크 대체,Photon dependency guard,"Photon dependency guard Goal은 'Photon 제거 검증 확정'를 완성하기 위한 작업이다. Photon room/player/RPC/ownership 의미를 local player id, action queue, event stream으로 대체한다. 산출물은 'dependency scan 테스트'이며, 완료 기준은 'Photon guard 테스트 통과'이다.",1. 선행 Goal 'G1G-002' 완료 여부를 확인한다. 2. 상세 지시서 'docs/goal-specs/G1G-003_photon_dependency_guard.md'를 읽는다. 3. 작업 범위 'Photon 제거 검증 확정'에 해당하는 파일과 API만 확인한다. 4. 필요한 AS-IS 원본은 읽기 전용으로 분석한다. 5. 산출물 'dependency scan 테스트'을 작성하거나 갱신한다. 6. 단위테스트 'Photon namespace absence 테스트'를 작성한다. 7. 테스트를 실행하고 실패가 있으면 같은 Goal 범위 안에서 수정한다. 8. 결과 문서 'docs/test-results/goals/G1G-003_photon_dependency_guard_unit_test_results.md'를 작성한다.,Unity 대체 기반만 구현한다. Phase 1 완료 전에는 Assets 룰/카드 효과 포팅을 하지 않는다. 원본 DCGO/Assets 파일은 수정하지 않는다. 다른 Goal을 함께 처리하지 않는다. 단위테스트 없이 완료라고 말하지 않는다. 결과 문서 없이 완료라고 말하지 않는다. 완성 기준을 충족하지 않는 자리표시 구현을 완료로 간주하지 않는다.,docs/headless_complete_goal_breakdown_ko.csv | docs/headless_goal_spec_index.csv | docs/goal-specs/G1G-003_photon_dependency_guard.md | docs/headless_goal_execution_prompt.md | src/HeadlessDCGO.Engine/Headless | docs/test-results/goals/G1G-003_photon_dependency_guard_unit_test_results.md,dependency scan 테스트,"테스트는 'Photon namespace absence 테스트'를 직접 검증해야 한다. 정상 케이스, 실패/예외 케이스, 결정성이 필요한 경우 동일 입력 반복 케이스를 포함한다. 테스트 파일명과 테스트 명령을 결과 문서에 기록한다. Goal 범위 밖 동작을 검증하기 위해 새 구현을 끌어오지 않는다.",docs/test-results/goals/G1G-003_photon_dependency_guard_unit_test_results.md,"실행 일시, 수정/생성 파일, 참조한 원본 파일, 테스트 명령, 전체/통과/실패/스킵 수, 실패 상세, 테스트하지 못한 항목, 미해결 리스크, 완료 판정을 포함한다.",G1G-002,Photon guard 테스트 통과,선행 Goal 확인; 상세 지시서 확인; 작업 범위 준수; 원본 소스 미수정; 산출물 작성; 단위테스트 작성; 단위테스트 실행; 실패 0개; 결과 문서 작성; 완료 기준 'Photon guard 테스트 통과' 충족,높음
G1H-001,Phase 1 - Unity 대체 기반 구현,데이터 로딩,Card repository contract,"Card repository contract Goal은 'card lookup 계약 확정'를 완성하기 위한 작업이다. Resources, ScriptableObject, prefab 없이 카드 데이터, 덱, banlist를 파일/JSON/domain record로 로드한다. 산출물은 'ICardRepository CardRecord'이며, 완료 기준은 'Card repository 테스트 통과'이다.",1. 선행 Goal 'G1B-001' 완료 여부를 확인한다. 2. 상세 지시서 'docs/goal-specs/G1H-001_card_repository_contract.md'를 읽는다. 3. 작업 범위 'card lookup 계약 확정'에 해당하는 파일과 API만 확인한다. 4. 필요한 AS-IS 원본은 읽기 전용으로 분석한다. 5. 산출물 'ICardRepository CardRecord'을 작성하거나 갱신한다. 6. 단위테스트 'get missing query 테스트'를 작성한다. 7. 테스트를 실행하고 실패가 있으면 같은 Goal 범위 안에서 수정한다. 8. 결과 문서 'docs/test-results/goals/G1H-001_card_repository_contract_unit_test_results.md'를 작성한다.,Unity 대체 기반만 구현한다. Phase 1 완료 전에는 Assets 룰/카드 효과 포팅을 하지 않는다. 원본 DCGO/Assets 파일은 수정하지 않는다. 다른 Goal을 함께 처리하지 않는다. 단위테스트 없이 완료라고 말하지 않는다. 결과 문서 없이 완료라고 말하지 않는다. 완성 기준을 충족하지 않는 자리표시 구현을 완료로 간주하지 않는다.,docs/headless_complete_goal_breakdown_ko.csv | docs/headless_goal_spec_index.csv | docs/goal-specs/G1H-001_card_repository_contract.md | docs/headless_goal_execution_prompt.md | src/HeadlessDCGO.Engine/Headless | docs/test-results/goals/G1H-001_card_repository_contract_unit_test_results.md,ICardRepository CardRecord,"테스트는 'get missing query 테스트'를 직접 검증해야 한다. 정상 케이스, 실패/예외 케이스, 결정성이 필요한 경우 동일 입력 반복 케이스를 포함한다. 테스트 파일명과 테스트 명령을 결과 문서에 기록한다. Goal 범위 밖 동작을 검증하기 위해 새 구현을 끌어오지 않는다.",docs/test-results/goals/G1H-001_card_repository_contract_unit_test_results.md,"실행 일시, 수정/생성 파일, 참조한 원본 파일, 테스트 명령, 전체/통과/실패/스킵 수, 실패 상세, 테스트하지 못한 항목, 미해결 리스크, 완료 판정을 포함한다.",G1B-001,Card repository 테스트 통과,선행 Goal 확인; 상세 지시서 확인; 작업 범위 준수; 원본 소스 미수정; 산출물 작성; 단위테스트 작성; 단위테스트 실행; 실패 0개; 결과 문서 작성; 완료 기준 'Card repository 테스트 통과' 충족,높음
G1H-002,Phase 1 - Unity 대체 기반 구현,데이터 로딩,Card JSON loader,"Card JSON loader Goal은 'card JSON loading 계약 확정'를 완성하기 위한 작업이다. Resources, ScriptableObject, prefab 없이 카드 데이터, 덱, banlist를 파일/JSON/domain record로 로드한다. 산출물은 'CardAssetJsonLoader'이며, 완료 기준은 'Card JSON loader 테스트 통과'이다.",1. 선행 Goal 'G1H-001' 완료 여부를 확인한다. 2. 상세 지시서 'docs/goal-specs/G1H-002_card_json_loader.md'를 읽는다. 3. 작업 범위 'card JSON loading 계약 확정'에 해당하는 파일과 API만 확인한다. 4. 필요한 AS-IS 원본은 읽기 전용으로 분석한다. 5. 산출물 'CardAssetJsonLoader'을 작성하거나 갱신한다. 6. 단위테스트 'valid invalid 스키마 deterministic failure 테스트'를 작성한다. 7. 테스트를 실행하고 실패가 있으면 같은 Goal 범위 안에서 수정한다. 8. 결과 문서 'docs/test-results/goals/G1H-002_card_json_loader_unit_test_results.md'를 작성한다.,Unity 대체 기반만 구현한다. Phase 1 완료 전에는 Assets 룰/카드 효과 포팅을 하지 않는다. 원본 DCGO/Assets 파일은 수정하지 않는다. 다른 Goal을 함께 처리하지 않는다. 단위테스트 없이 완료라고 말하지 않는다. 결과 문서 없이 완료라고 말하지 않는다. 완성 기준을 충족하지 않는 자리표시 구현을 완료로 간주하지 않는다.,docs/headless_complete_goal_breakdown_ko.csv | docs/headless_goal_spec_index.csv | docs/goal-specs/G1H-002_card_json_loader.md | docs/headless_goal_execution_prompt.md | src/HeadlessDCGO.Engine/Headless | docs/test-results/goals/G1H-002_card_json_loader_unit_test_results.md,CardAssetJsonLoader,"테스트는 'valid invalid 스키마 deterministic failure 테스트'를 직접 검증해야 한다. 정상 케이스, 실패/예외 케이스, 결정성이 필요한 경우 동일 입력 반복 케이스를 포함한다. 테스트 파일명과 테스트 명령을 결과 문서에 기록한다. Goal 범위 밖 동작을 검증하기 위해 새 구현을 끌어오지 않는다.",docs/test-results/goals/G1H-002_card_json_loader_unit_test_results.md,"실행 일시, 수정/생성 파일, 참조한 원본 파일, 테스트 명령, 전체/통과/실패/스킵 수, 실패 상세, 테스트하지 못한 항목, 미해결 리스크, 완료 판정을 포함한다.",G1H-001,Card JSON loader 테스트 통과,선행 Goal 확인; 상세 지시서 확인; 작업 범위 준수; 원본 소스 미수정; 산출물 작성; 단위테스트 작성; 단위테스트 실행; 실패 0개; 결과 문서 작성; 완료 기준 'Card JSON loader 테스트 통과' 충족,높음
G1H-003,Phase 1 - Unity 대체 기반 구현,데이터 로딩,Deck list loader,"Deck list loader Goal은 'decklist parsing 계약 확정'를 완성하기 위한 작업이다. Resources, ScriptableObject, prefab 없이 카드 데이터, 덱, banlist를 파일/JSON/domain record로 로드한다. 산출물은 'DeckListLoader'이며, 완료 기준은 'Deck loader 테스트 통과'이다.",1. 선행 Goal 'G1H-001' 완료 여부를 확인한다. 2. 상세 지시서 'docs/goal-specs/G1H-003_deck_list_loader.md'를 읽는다. 3. 작업 범위 'decklist parsing 계약 확정'에 해당하는 파일과 API만 확인한다. 4. 필요한 AS-IS 원본은 읽기 전용으로 분석한다. 5. 산출물 'DeckListLoader'을 작성하거나 갱신한다. 6. 단위테스트 'deck code file invalid entry 테스트'를 작성한다. 7. 테스트를 실행하고 실패가 있으면 같은 Goal 범위 안에서 수정한다. 8. 결과 문서 'docs/test-results/goals/G1H-003_deck_list_loader_unit_test_results.md'를 작성한다.,Unity 대체 기반만 구현한다. Phase 1 완료 전에는 Assets 룰/카드 효과 포팅을 하지 않는다. 원본 DCGO/Assets 파일은 수정하지 않는다. 다른 Goal을 함께 처리하지 않는다. 단위테스트 없이 완료라고 말하지 않는다. 결과 문서 없이 완료라고 말하지 않는다. 완성 기준을 충족하지 않는 자리표시 구현을 완료로 간주하지 않는다.,docs/headless_complete_goal_breakdown_ko.csv | docs/headless_goal_spec_index.csv | docs/goal-specs/G1H-003_deck_list_loader.md | docs/headless_goal_execution_prompt.md | src/HeadlessDCGO.Engine/Headless | docs/test-results/goals/G1H-003_deck_list_loader_unit_test_results.md,DeckListLoader,"테스트는 'deck code file invalid entry 테스트'를 직접 검증해야 한다. 정상 케이스, 실패/예외 케이스, 결정성이 필요한 경우 동일 입력 반복 케이스를 포함한다. 테스트 파일명과 테스트 명령을 결과 문서에 기록한다. Goal 범위 밖 동작을 검증하기 위해 새 구현을 끌어오지 않는다.",docs/test-results/goals/G1H-003_deck_list_loader_unit_test_results.md,"실행 일시, 수정/생성 파일, 참조한 원본 파일, 테스트 명령, 전체/통과/실패/스킵 수, 실패 상세, 테스트하지 못한 항목, 미해결 리스크, 완료 판정을 포함한다.",G1H-001,Deck loader 테스트 통과,선행 Goal 확인; 상세 지시서 확인; 작업 범위 준수; 원본 소스 미수정; 산출물 작성; 단위테스트 작성; 단위테스트 실행; 실패 0개; 결과 문서 작성; 완료 기준 'Deck loader 테스트 통과' 충족,높음
G1H-004,Phase 1 - Unity 대체 기반 구현,데이터 로딩,Banlist loader,"Banlist loader Goal은 'banlist loading 계약 확정'를 완성하기 위한 작업이다. Resources, ScriptableObject, prefab 없이 카드 데이터, 덱, banlist를 파일/JSON/domain record로 로드한다. 산출물은 'BanlistLoader'이며, 완료 기준은 'Banlist loader 테스트 통과'이다.",1. 선행 Goal 'G1H-001' 완료 여부를 확인한다. 2. 상세 지시서 'docs/goal-specs/G1H-004_banlist_loader.md'를 읽는다. 3. 작업 범위 'banlist loading 계약 확정'에 해당하는 파일과 API만 확인한다. 4. 필요한 AS-IS 원본은 읽기 전용으로 분석한다. 5. 산출물 'BanlistLoader'을 작성하거나 갱신한다. 6. 단위테스트 'valid invalid banlist 테스트'를 작성한다. 7. 테스트를 실행하고 실패가 있으면 같은 Goal 범위 안에서 수정한다. 8. 결과 문서 'docs/test-results/goals/G1H-004_banlist_loader_unit_test_results.md'를 작성한다.,Unity 대체 기반만 구현한다. Phase 1 완료 전에는 Assets 룰/카드 효과 포팅을 하지 않는다. 원본 DCGO/Assets 파일은 수정하지 않는다. 다른 Goal을 함께 처리하지 않는다. 단위테스트 없이 완료라고 말하지 않는다. 결과 문서 없이 완료라고 말하지 않는다. 완성 기준을 충족하지 않는 자리표시 구현을 완료로 간주하지 않는다.,docs/headless_complete_goal_breakdown_ko.csv | docs/headless_goal_spec_index.csv | docs/goal-specs/G1H-004_banlist_loader.md | docs/headless_goal_execution_prompt.md | src/HeadlessDCGO.Engine/Headless | docs/test-results/goals/G1H-004_banlist_loader_unit_test_results.md,BanlistLoader,"테스트는 'valid invalid banlist 테스트'를 직접 검증해야 한다. 정상 케이스, 실패/예외 케이스, 결정성이 필요한 경우 동일 입력 반복 케이스를 포함한다. 테스트 파일명과 테스트 명령을 결과 문서에 기록한다. Goal 범위 밖 동작을 검증하기 위해 새 구현을 끌어오지 않는다.",docs/test-results/goals/G1H-004_banlist_loader_unit_test_results.md,"실행 일시, 수정/생성 파일, 참조한 원본 파일, 테스트 명령, 전체/통과/실패/스킵 수, 실패 상세, 테스트하지 못한 항목, 미해결 리스크, 완료 판정을 포함한다.",G1H-001,Banlist loader 테스트 통과,선행 Goal 확인; 상세 지시서 확인; 작업 범위 준수; 원본 소스 미수정; 산출물 작성; 단위테스트 작성; 단위테스트 실행; 실패 0개; 결과 문서 작성; 완료 기준 'Banlist loader 테스트 통과' 충족,중간
G1H-005,Phase 1 - Unity 대체 기반 구현,데이터 로딩,Unity asset exclusion guard,"Unity asset exclusion guard Goal은 'gameplay data에서 visual asset 제외 확정'를 완성하기 위한 작업이다. Resources, ScriptableObject, prefab 없이 카드 데이터, 덱, banlist를 파일/JSON/domain record로 로드한다. 산출물은 'asset exclusion scan'이며, 완료 기준은 'Unity asset guard 테스트 통과'이다.",1. 선행 Goal 'G1H-002; G1H-003' 완료 여부를 확인한다. 2. 상세 지시서 'docs/goal-specs/G1H-005_unity_asset_exclusion_guard.md'를 읽는다. 3. 작업 범위 'gameplay data에서 visual asset 제외 확정'에 해당하는 파일과 API만 확인한다. 4. 필요한 AS-IS 원본은 읽기 전용으로 분석한다. 5. 산출물 'asset exclusion scan'을 작성하거나 갱신한다. 6. 단위테스트 'image prefab audio animation exclusion 테스트'를 작성한다. 7. 테스트를 실행하고 실패가 있으면 같은 Goal 범위 안에서 수정한다. 8. 결과 문서 'docs/test-results/goals/G1H-005_unity_asset_exclusion_guard_unit_test_results.md'를 작성한다.,Unity 대체 기반만 구현한다. Phase 1 완료 전에는 Assets 룰/카드 효과 포팅을 하지 않는다. 원본 DCGO/Assets 파일은 수정하지 않는다. 다른 Goal을 함께 처리하지 않는다. 단위테스트 없이 완료라고 말하지 않는다. 결과 문서 없이 완료라고 말하지 않는다. 완성 기준을 충족하지 않는 자리표시 구현을 완료로 간주하지 않는다.,docs/headless_complete_goal_breakdown_ko.csv | docs/headless_goal_spec_index.csv | docs/goal-specs/G1H-005_unity_asset_exclusion_guard.md | docs/headless_goal_execution_prompt.md | src/HeadlessDCGO.Engine/Headless | docs/test-results/goals/G1H-005_unity_asset_exclusion_guard_unit_test_results.md,asset exclusion scan,"테스트는 'image prefab audio animation exclusion 테스트'를 직접 검증해야 한다. 정상 케이스, 실패/예외 케이스, 결정성이 필요한 경우 동일 입력 반복 케이스를 포함한다. 테스트 파일명과 테스트 명령을 결과 문서에 기록한다. Goal 범위 밖 동작을 검증하기 위해 새 구현을 끌어오지 않는다.",docs/test-results/goals/G1H-005_unity_asset_exclusion_guard_unit_test_results.md,"실행 일시, 수정/생성 파일, 참조한 원본 파일, 테스트 명령, 전체/통과/실패/스킵 수, 실패 상세, 테스트하지 못한 항목, 미해결 리스크, 완료 판정을 포함한다.",G1H-002; G1H-003,Unity asset guard 테스트 통과,선행 Goal 확인; 상세 지시서 확인; 작업 범위 준수; 원본 소스 미수정; 산출물 작성; 단위테스트 작성; 단위테스트 실행; 실패 0개; 결과 문서 작성; 완료 기준 'Unity asset guard 테스트 통과' 충족,높음
G1I-001,Phase 1 - Unity 대체 기반 구현,진단/결정성,Seeded random,"Seeded random Goal은 'deterministic random 확정'를 완성하기 위한 작업이다. seed, random, trace, log, dependency scan을 통해 같은 입력이 같은 결과를 내도록 검증한다. 산출물은 'IRandomSource/GameRandomSource'이며, 완료 기준은 'Seeded random 테스트 통과'이다.",1. 선행 Goal 'G1A-001' 완료 여부를 확인한다. 2. 상세 지시서 'docs/goal-specs/G1I-001_seeded_random.md'를 읽는다. 3. 작업 범위 'deterministic random 확정'에 해당하는 파일과 API만 확인한다. 4. 필요한 AS-IS 원본은 읽기 전용으로 분석한다. 5. 산출물 'IRandomSource/GameRandomSource'을 작성하거나 갱신한다. 6. 단위테스트 'next shuffle same seed 테스트'를 작성한다. 7. 테스트를 실행하고 실패가 있으면 같은 Goal 범위 안에서 수정한다. 8. 결과 문서 'docs/test-results/goals/G1I-001_seeded_random_unit_test_results.md'를 작성한다.,Unity 대체 기반만 구현한다. Phase 1 완료 전에는 Assets 룰/카드 효과 포팅을 하지 않는다. 원본 DCGO/Assets 파일은 수정하지 않는다. 다른 Goal을 함께 처리하지 않는다. 단위테스트 없이 완료라고 말하지 않는다. 결과 문서 없이 완료라고 말하지 않는다. 완성 기준을 충족하지 않는 자리표시 구현을 완료로 간주하지 않는다.,docs/headless_complete_goal_breakdown_ko.csv | docs/headless_goal_spec_index.csv | docs/goal-specs/G1I-001_seeded_random.md | docs/headless_goal_execution_prompt.md | src/HeadlessDCGO.Engine/Headless | docs/test-results/goals/G1I-001_seeded_random_unit_test_results.md,IRandomSource/GameRandomSource,"테스트는 'next shuffle same seed 테스트'를 직접 검증해야 한다. 정상 케이스, 실패/예외 케이스, 결정성이 필요한 경우 동일 입력 반복 케이스를 포함한다. 테스트 파일명과 테스트 명령을 결과 문서에 기록한다. Goal 범위 밖 동작을 검증하기 위해 새 구현을 끌어오지 않는다.",docs/test-results/goals/G1I-001_seeded_random_unit_test_results.md,"실행 일시, 수정/생성 파일, 참조한 원본 파일, 테스트 명령, 전체/통과/실패/스킵 수, 실패 상세, 테스트하지 못한 항목, 미해결 리스크, 완료 판정을 포함한다.",G1A-001,Seeded random 테스트 통과,선행 Goal 확인; 상세 지시서 확인; 작업 범위 준수; 원본 소스 미수정; 산출물 작성; 단위테스트 작성; 단위테스트 실행; 실패 0개; 결과 문서 작성; 완료 기준 'Seeded random 테스트 통과' 충족,높음
