port_file	original	port	what_differs
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:257	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:3010	IsAppFusion `card.appFusionCondition` property and `fieldCardFrames[i].GetFramePermanent()` became `card.AppFusionConditionOf()` method and `GetFieldPermanents()[i]`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:283	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:3043	LinkedCard `card.Owner.fieldCardFrames[i].GetFramePermanent()` became `new Player(...).GetFieldPermanents()[i]`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:325	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:3087	recurring `card.Owner.<HandCards/LibraryCards/GetFieldPermanents/SecurityCards/TrashCards/MaxMemoryCost/UntilCalculateFixedCostEffect>` wrapped as `new Player(card.Context, card.Owner).<...>` throughout PlayCard (CardSource.Owner returns HeadlessEntityId, not Player)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:356	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:3118	`card.IsPermanent` property became `card.IsPermanent()` method (also at filter-cards :1001-1002)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:380	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:3145	jogress-target loop drops `permanent.ShowingPermanentCard.SetPermanentIndexText(targetPermanents)` display loop (:378-381)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:442	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:3205	entire `if (card.IsPermanent && !isEvolution && PermanentOfThisCard()!=null && (Root==Digivolution||Root==Linked)) RemoveDigivolveRootEffect(...)` block removed (helper is pure DOTween/UI, no state change, confirmed Effects.cs:2162-2263)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:510	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:3277	SelectCost drops the `MoveToExecuteCardEffect` bool/ShowingHandCard probe and the AI (`!isYou && IsAI`) and auto-min (`isYou && autoMinDigivolutionCost`) branches that reset `costSelected=false` (:520-532); costSelected only gates the UI-stripped effect region so no game-state effect
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:569	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:3318	`card.BasePlayCostFromEntity` property became `card.BasePlayCostFromEntity()` method
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:606	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:3356	`cardSource.PermanentOfThisCard()` became `ICardEffect.ResolvePermanentOfThisCard(cardSource)`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:626	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:3376	`card.HasDigiXros` property became `card.HasDigiXros()` method (IsShowEffect and DigiXros-select :745)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:652	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:3400	`#region effect` bodies removed: the `noHandCard` ShowingHandCard probe + MoveToExecuteCardEffect (:652-671) and ShrinkUpUseHandCard (:677) are stripped, leaving empty if/else skeletons
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:687	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:3418	entire `#region show expected cost` (:687-704, GetPayingCostWithBaseCost probe + ShowMemoryPredictionLine) removed
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:716	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:3437	`if (IsShowEffect()) targetPermanent.ShowWillEvolutionEffect()` loop (:716-725) and the `HideWillEvolutionEffect()` loop (:729-735) removed
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:769	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:3488	`GManager.instance.selectBurstDigivolutionEffect` field access became `GManager.instance.GetComponent<SelectBurstDigivolutionEffect>()` (cached in local)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:789	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:3515	`GManager.instance.selectAppFusionEffect` field access became `GManager.instance.GetComponent<SelectAppFusionEffect>()`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:697	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:3544	`card.jogressCondition` property became `card.JogressConditionOf()` method (:819/:821 and :3544/:3546)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:902	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:3640	failed-play UI removed: PlayLog.OnAddLog (:902), FailedPlayCardEffect (:909), OffMemoryPredictionLine (:918), brainStorm CloseBrainstrorm loop (:920-926), FieldPermanentObjects OffPermanentIndexText loop (:928-937)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:978	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:3717	fire-and-forget `OffMemoryPredictionLine()` call removed (:978 and :918)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1044	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:3784	`IEnumerator OffMemoryPredictionLine()` method (WaitForSeconds + memoryObject.OffMemoryPredictionLine) removed entirely
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1058	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Headless/Services/InMemoryZoneMover.cs:281	constructor `_hashtable` parameter/field dropped; HatchDigitamaAsync takes (playerId, cancellationToken) only
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1235	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:3883	`card.Owner.brainStormObject.CloseBrainstrorm(card)` call removed (UI brainstorm overlay absent from substrate)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1242	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:3889	`card.HasDigiXros` property became `card.HasDigiXros()` method call
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1274	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:3923	`card.Owner.GetFieldPermanents()` → `new Player(card.Context, card.Owner).GetFieldPermanents()` (card.Owner is an id, mirror Player must be constructed)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1276	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:3926	`card.Owner.SecurityCards` → `new Player(card.Context, card.Owner).SecurityCards`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1278	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:3883	second `card.Owner.brainStormObject.CloseBrainstrorm(card)` call removed
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1287	ABSENT	`int frameId = -1;` local removed (replaced by `framePlaceable` bool)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1289	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:3942	frame-targeting block rewritten: breeding `card.CanPlayCardTargetFrame(digieggFrame, false, CardEffect, isBreedingArea)` became `card.CanEnterField(CardEffect)`; PreferredFrame and target-frame FrameID resolution collapsed to `framePlaceable=true` (no FieldCardFrame model)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1350	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:3974	`CanPlayAsNewPermanent(..., isBreedingArea: _isBreedingArea, isPlayOption:...)` — `isBreedingArea` argument dropped (mirror CanPlayAsNewPermanent has no isBreedingArea parameter)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1361	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:3985	`card.Init()` call removed (transient-view substrate no-op)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1374	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:3998	`permanent.AddCardSource(card)` (void mutate) → `permanent = await permanent.AddCardSource(card, ct)` (returns rebound permanent view)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1383	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:4006	`new Permanent{IsSuspended=_isTapped}` + `CreateNewPermanent(permanent, frameId)` collapsed to single `CreateNewPermanent(card, isSuspended:_isTapped, isBreedingArea:_isBreedingArea)`; frameId argument replaced by isBreedingArea
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1389	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:4010	DoneStartGame block (HasETB probe + CreateFieldPermanentCardEffect / DigivolveFieldPermanentCardEffect) removed; verified UI/animation-only (DOTween/Instantiate/SE, no rule mutation)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1438	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:4022	jogress `card.Init()` call removed
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1446	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:4032	`card.Owner.fieldCardFrames[frameID].GetFramePermanent()` → `GetFieldPermanents()[frameID]` with added `0<=frameID<count` bounds check (frame IDs reinterpreted as field-permanent list indexes)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1460	ABSENT	`int targetFrameID = evoRootPermanents[0].PermanentFrame.FrameID;` removed (frame-less; jogress survivor field position not preserved)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1496	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:4087	jogress `new Permanent{IsSuspended=false}` + `CreateNewPermanent(permanent, targetFrameID)` → `CreateNewPermanent(card, isSuspended:false)`; targetFrameID dropped
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1520	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:4112	`new IReduceSecurity(player, ref ContinuousController.instance.nullSkillInfos, ...)` → `new IReduceSecurity(card.Context, card.Owner, null, ...)`; `ref nullSkillInfos` collector became `null`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1528	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:4128	`card.Owner.DigivolveCount_ThisTurn++` → `card.Context.PlayerTurnCounters.Increment(card.Owner, PlayerTurnCounterController.DigivolveCountKey)`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1529	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:4129	`new DrawClass(card.Owner, 1, null)` → `new DrawClass(card.Context, card.Owner, 1, (ICardEffect?)null)` (ctor adds context param)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1537	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:4142	`GManager.instance.selectBurstDigivolutionEffect.AddTrashTopCardAtTurnEnd(permanent)` → `GManager.instance.GetComponent<SelectBurstDigivolutionEffect>().AddTrashTopCardAtTurnEnd(permanent)` (singleton → match-scoped component)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1549	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:4154	`permanent.TopCard.CardNames.Clone()` → `.ToList()`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1567	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:4172	`permanent.TopCard.CardNames.Clone()` → `.ToList()`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1569	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:4174	`permanent.TopCard.CardTraits.Clone()` → `.ToList()`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1572	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:4177	"""move permanents (hybrid)"" block removed; verified UI (transform.localPosition comparisons, MovePermanent canvas repositioning)"
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1730	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:4337	`_showEffect` Effects.* coroutines (DeleteHandCardEffect/ShowUseHandCardEffect_PlayCard/MoveToExecuteCardEffect) removed
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1737	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:4338	PlayLog.OnAddLog Play-Option log removed (PlayLog UI absent)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1739	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:4339	card.Init() call removed (CardSource transient-view has no Init state)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1741	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:4339	card.SetFace() call removed (face state carried by the move stamp)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1750	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:4348	card.Owner.brainStormObject.BrainStormCoroutine removed (brainStorm UI absent)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1788	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:4386	`card.Owner.ExecutingCards` became `new Player(card.Context, card.Owner).ExecutingCards` at all three sites (:1788/:1836/:1888) because CardSource.Owner returns HeadlessPlayerId not Player
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1856	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:4465	selectCardPanel.OpenSelectCardPanel replaced by ChoiceProvider.ChooseAsync over synthesized ChoiceCandidates (index remapped via `InstanceId#i` ids)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1893	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:4511	card.Owner.brainStormObject.CloseBrainstrorm removed (brainStorm UI absent)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1905	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:235	ctor param `Player player` became `EngineContext context, HeadlessPlayerId playerId`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1919	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:267	`_player.LibraryCards.Count <= 0` became `zones.GetCards(_playerId, ChoiceZone.Library).Count <= 0`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1921	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:272	per-card RemoveFromAllArea loop + `AddHandCards(DrawCards, true, _cardEffect)` collapsed into `ZoneMover.DrawAsync(_playerId, _drawCount, addHandBatchId, _causeEffectSourceId)`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1941	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:277	PlayLog draw-count log removed
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1954	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:289	"StackSkillInfos entry `{""Player"", _player}` became `{""Player"", new Player(_context, _playerId)}`"
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1973	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:311	ctor `(int, Player player, ICardEffect)` became `(EngineContext, HeadlessPlayerId, int, ICardEffect?)`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:1994	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:345	`_player.LibraryCards.Count == 0` became `zones.GetCards(_playerId, ChoiceZone.Library).Count == 0`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:2004	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:350	live per-iteration `_player.LibraryCards[i]` reads replaced by a single `zones.GetCards(...Library)` snapshot indexed as `library[i]` + `new CardSource(...)` construction
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:2016	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:360	ShowCardEffect (gated by !_notShowCards) removed, leaving SetNotShowCards/_notShowCards inert
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:2026	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:364	log string build + PlaySE/WaitForSeconds/PlayLog removed
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:2043	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:431	ctor `(Player, int addLifeCount)` became `(EngineContext, HeadlessPlayerId, int addSecurityCount, bool faceUp=false)`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:2056	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:448	loop `CardObjectController.AddSecurityCard(LibraryCards[0], useEffect:i==0)` replaced by `ZoneMover.AddSecurityFromLibraryAsync(...)` + per-card `SecurityFaceState.Stamp` + `new IAddSecurity(cardSource).AddSecurity()`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:2062	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:463	`useEffect: (i == 0)` argument dropped (it gated only the CreateRecoveryEffect VFX)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:2068	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:466	`count` accumulator + PlayLog security-add log removed
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:2087	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:482	ctor `(Player, int, ICardEffect cardEffect)` became `(EngineContext, HeadlessPlayerId, int, HeadlessEntityId? causeEffectSourceId)`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:2100	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:498	`_player.LibraryCards.Count == 0` became `zones.GetCards(_playerId, ChoiceZone.Library).Count == 0`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:2106	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:515	CreateRecoveryEffect VFX removed
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:2186	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:619	SetUp arg `customRootCardList: _permanent.DigivolutionCards` became `_permanent.DigivolutionCards.ToList()`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:2233	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:663	`new ITrashDigivolutionCards(_permanent, selectedCards, _cardEffect)` gained an extra `CauseEffectSourceId` argument before `_cardEffect`
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:2244	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:670	Digiburst add-log build + PlayLog removed
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:2337	ABSENT	foreach loop calling permanent.ShowDeckBounceEffect() removed (Permanent.ShowDeckBounceEffect UI not present in headless)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:2345	ABSENT	foreach loop calling permanent.HideDeckBounceEffect() removed (Permanent.HideDeckBounceEffect UI not present in headless)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:2361	ABSENT	"returnedCards Map and the !_notShowCards ShowCardEffect(returnedCards,""Deck bottom cards"",true,true) show-cards block removed (Effects.ShowCardEffect UI not present)"
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:2399	ABSENT	await Effects.DeckBounceEffect(permanent) call removed (Effects.DeckBounceEffect UI not present)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:2503	ABSENT	foreach loop calling permanent.ShowDeckBounceEffect() removed (Permanent.ShowDeckBounceEffect UI not present in headless)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:2511	ABSENT	foreach loop calling permanent.HideDeckBounceEffect() removed (Permanent.HideDeckBounceEffect UI not present in headless)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:2527	ABSENT	"returnedCards Map and the !_notShowCards ShowCardEffect(returnedCards,""Deck bottom cards"",true,true) show-cards block removed (Effects.ShowCardEffect UI not present)"
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:2565	ABSENT	await Effects.DeckBounceEffect(permanent) call removed (Effects.DeckBounceEffect UI not present)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:2664	ABSENT	foreach loop calling permanent.ShowHandBounceEffect() removed (Permanent.ShowHandBounceEffect UI not present in headless)
CardController	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:2670	ABSENT	await autoProcessing_CutIn.ShrinkSecurityDigimonDisplay() call removed (ShrinkSecurityDigimonDisplay UI not present in headless)
