port_file	original	port	what_differs
CardEffectCommons	DCGO/Assets/Scripts/Script/CardEffectCommons/TrashDigivolutionCards.cs:11	src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs:942	SelectTrashDigivolutionCards relocated verbatim
CardEffectCommons	DCGO/Assets/Scripts/Script/CardEffectCommons/IsDigivolvedByTheEffect.cs:9	src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs:2344	IsDigivolvedByTheEffect relocated but takes a CardSource `effectSourceCard` in place of the AS-IS `ICardEffect cardEffect` parameter
CardEffectCommons	DCGO/Assets/Scripts/Script/CardEffectCommons/KeyWordEffects/Blitz.cs:10	src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs:1257	CanActivateBlitz relocated verbatim
CardEffectCommons	DCGO/Assets/Scripts/Script/CardEffectCommons/KeyWordEffects/Fortitude.cs:54	src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs:1275	FortitudeProcess relocated but drops the AS-IS `Hashtable hashtable` parameter (dead in the AS-IS body anyway)
CardEffectCommons	DCGO/Assets/Scripts/Script/CardEffectCommons/RevealLibrary.cs:469	src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs:1351	ReturnRevealedCardsToLibraryBottom relocated verbatim
CardEffectCommons	DCGO/Assets/Scripts/Script/CardEffectCommons/GameContextDeterminarion.cs:12	src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs:1281	EnforceLocationCheck relocated as a no-op stub (AS-IS trigger/activate permanence cache invalidation collapses since the port has no such cache)
Permanent	Permanent.cs:3554	CardSource.cs:1306	Levels_ForJogress is not on the port Permanent; it is relocated to CardSource.JogressLevelsAgainst with identical seed (material.Level gated on jogressCard.HasLevel) + IAddJogressLevelsEffect scan over field permanents and players; material permanent resolved live via ResolvePermanentOfThisCard [CardSource.cs:1306 JogressLevelsAgainst]
Permanent	DCGO/Assets/Scripts/Script/Permanent.cs:1133	src/HeadlessDCGO.Engine/Assets/Scripts/Script/Permanent.cs:5111	AddSourcesBottomAsync is the static-helper substrate of AS-IS Permanent.AddDigivolutionCardsBottom (cardSources.Add + OnAddDigivolutionCards emit + skipEffectAndActivateSkill gate); faithful
Permanent	DCGO/Assets/Scripts/Script/Permanent.cs:1064	src/HeadlessDCGO.Engine/Assets/Scripts/Script/Permanent.cs:5173	AddSourcesTopAsync is the substrate of AS-IS Permanent.AddDigivolutionCardsTop (cardSources.Insert(1,..) prepend + always-fire OnAddDigivolutionCards, no skip flag); faithful
Permanent	DCGO/Assets/Scripts/Script/Permanent.cs:1133	src/HeadlessDCGO.Engine/Assets/Scripts/Script/Permanent.cs:5235	MoveSourcesBottom re-parents first N sources fromId->toId (AS-IS cardSources re-parent tail of AddDigivolutionCardsBottom); opens no OnAddDigivolutionCards window (caller's own AddDigivolutionCardsBottom did); faithful
Permanent	DCGO/Assets/Scripts/Script/CardController.cs:5148	src/HeadlessDCGO.Engine/Assets/Scripts/Script/Permanent.cs:5279	TrashSourcesAsync delegates to RemoveSourcesAsync(destination=Trash); substrate of AS-IS ITrashDigivolutionCards.TrashDigivolutionCards bottom-window trash; faithful
Permanent	DCGO/Assets/Scripts/Script/CardController.cs:5148	src/HeadlessDCGO.Engine/Assets/Scripts/Script/Permanent.cs:5294	TrashSpecificSourcesAsync mirrors AS-IS ITrashDigivolutionCards(permanent,selectedCards) — protection re-filter, AceOverflow before removal, token-skip AddTrashCard; faithful
Permanent	DCGO/Assets/Scripts/Script/CardController.cs:5148	src/HeadlessDCGO.Engine/Assets/Scripts/Script/Permanent.cs:5490	RemoveSourcesAsync is the core substrate of AS-IS ITrashDigivolutionCards.TrashDigivolutionCards (CardController.cs:5148-5234): position-window collect, protection filter (trash-only), OnDigivolutionCardDiscarded emit before Upsert, AceOverflow, then move; faithful
Permanent	DCGO/Assets/Scripts/Script/CardEffectCommons/KeyWordEffects/ArmorPurge.cs:40	src/HeadlessDCGO.Engine/Assets/Scripts/Script/Permanent.cs:5425	ArmorPurgeTopAsync is the substrate of AS-IS ArmorPurgeClass.ArmorPurge (top-trash + promote cardSources[0], token top removed not trashed, no rookie floor); faithful, permanent-continuity ReKey added for the transient-view identity model
Permanent	DCGO/Assets/Scripts/Script/CardController.cs:5836	src/HeadlessDCGO.Engine/Assets/Scripts/Script/Permanent.cs:5586	ApplyEffectTrashAceOverflow calls AS-IS AceOverflowClass.Overflow directly (CardController.cs:5836) guarded by host-on-field; faithful (real AS-IS class, not a substrate reimpl)
Permanent	DCGO/Assets/Scripts/Script/CardSource.cs	src/HeadlessDCGO.Engine/Assets/Scripts/Script/Permanent.cs:5617	IsSourceTrashProtected mirrors AS-IS CardSource.CanNotTrashFromDigivolutionCards (stamp OR ICanNotTrashFromDigivolutionCardsEffect field-scan) via CardEffectCommons.IsTrashProtectedSource; deletion path passes honorProtection:false as AS-IS DiscardEvoRoots; faithful
Permanent	DCGO/Assets/Scripts/Script/Permanent.cs:1119	src/HeadlessDCGO.Engine/Assets/Scripts/Script/Permanent.cs:5655	EmitAddDigivolutionCardsAsync mirrors AS-IS AddDigivolutionCardsTop/Bottom StackSkillInfos(OnAddDigivolutionCards) payload {Permanent,CardEffect,CardSources,isFromSameDigimon,isFromDigimon}, one batch emit, null-CardEffect for rule-sourced adds; faithful
Permanent	DCGO/Assets/Scripts/Script/Permanent.cs:1064	src/HeadlessDCGO.Engine/Assets/Scripts/Script/Permanent.cs:5692	ComputeAddDigivolutionFromFlags mirrors AS-IS isFromSameDigimon (added card already in this permanent's cardSources) / isFromDigimon (added card on battle area with >=1 sources) computed PRE-move; faithful
Permanent	DCGO/Assets/Scripts/Script/Permanent.cs:1045	src/HeadlessDCGO.Engine/Assets/Scripts/Script/Permanent.cs:5718	AppendSources/PrependSources/WithSources/ReadSourceIdsFrom are the substrate of AS-IS Permanent.cardSources list ops (Add / Insert(0,..) / read); faithful, re-read target to preserve intra-op appends
Permanent	DCGO/Assets/Scripts/Script/Permanent.cs:1297	src/HeadlessDCGO.Engine/Assets/Scripts/Script/Permanent.cs:5378	PlaySpecificSourceAsync mirrors AS-IS Permanent.RemoveCardSource (sourceIds drop + physical move; destination=None => detach-only for immediate re-attach); faithful
Permanent	DCGO/Assets/Scripts/Script/Permanent.cs:1045	src/HeadlessDCGO.Engine/Assets/Scripts/Script/Permanent.cs:5804	AttachTargetAsSource mirrors AS-IS Permanent.AddCardSource digivolve top-swap (new top sourceIds = [old top]+old sources+card sources, summoning-sickness inheritance via enteredThisTurn, ReKey bookkeeping); faithful
