tobe_path,verdict,diff_count,summary
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/KeyWordEffects/Reboot.cs,1to1,0,"대조 심볼 N개 전부 일치(substrate 번역만): RebootSelfStaticEffect/RebootStaticEffect byte-for-byte identical logic aside from documented PermanentOfThisCard bridge"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/MainPhaseAction/PlayCardAction.cs,non,3,"AS-IS has a second constructor PlayCardAction(byte[] bytes) plus Deserialize(byte[]) and Serialize() Photon-protocol methods (PlayCardAction.cs:21-100) that are entirely absent from TO-BE, not translated to a headless equivalent (only the primary constructor and Execute are ported)"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/ImmuneFromDPMinus.cs,1to1,0,"대조 심볼 N개 전부 일치(substrate 번역만): ImmuneFromDPMinusStaticEffect byte-for-byte identical logic aside from documented CanNotBeAffected(ICardEffect)->CanNotBeAffected(InstanceId) bridge"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons/KeyWordEffects/Jamming.cs,1to1,0,"대조 심볼 N개 전부 일치(substrate 번역만): GainJamming body verbatim (guards, PermanentCondition, CanUseCondition, JammingStaticEffect call, AddEffectToPermanent call) aside from IEnumerator->Task and the terminal CreateBuffEffect UI beat dropped"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/KeyWordEffects/ArmorPurge.cs,non,1,"SetHashString uses `card.CardID` in AS-IS (ArmorPurge.cs:15) vs `card.CardNumber` in TO-BE — a different source field for the per-effect dedup hash string, not documented as a substrate rename and not confirmed to carry the same value"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/CannotAddMemoryClass.cs,1to1,0,"대조 심볼 N개 전부 일치(substrate 번역만): byte-for-byte identical logic (only namespace/using changes)"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/CanAttackTargetDefendingPermanentClass.cs,1to1,0,"대조 심볼 N개 전부 일치(substrate 번역만): byte-for-byte identical logic (only namespace/using changes)"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/ImmuneFromDeDigivolveClass.cs,1to1,0,"대조 심볼 N개 전부 일치(substrate 번역만): byte-for-byte identical logic (only namespace/using changes, Photon usings stripped)"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/CanNotMoveClass.cs,1to1,0,"대조 심볼 N개 전부 일치(substrate 번역만): byte-for-byte identical logic (only namespace/using changes)"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/CanNotPlayClass.cs,1to1,0,"대조 심볼 N개 전부 일치(substrate 번역만): byte-for-byte identical logic (only namespace/using changes)"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/AddAppFusionConditionClass.cs,1to1,0,"대조 심볼 N개 전부 일치(substrate 번역만): byte-for-byte identical logic (only namespace/using changes)"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/ChangeBaseCardNameClass.cs,1to1,0,"대조 심볼 N개 전부 일치(substrate 번역만): byte-for-byte identical logic (only namespace/using changes)"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardDistributionTab.cs,non,1,"TO-BE is a 7-line skeleton stub ('TODO: Skeleton only') while AS-IS has real logic (SetCardDistributionTab: count via deckData.AllDeckCards().Count(CardCondition), ratio calc, text/bar update)"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/PlayerSelection/PermanentSelection.cs,non,1,"TO-BE is a skeleton stub ('TODO: Skeleton only') while AS-IS is a small real data class (IsTurnPlayerList/PermanentIDList fields + constructor) — no fields or constructor ported"
