tobe_path,asis_home_file,asis_symbol,asis_line,근거
src/HeadlessDCGO.Engine/Headless/Effects/HeadlessCardEffectContract.cs,Script/ICardEffect.cs,ICardEffect (loose analog),ICardEffect.cs,"무대응(발명 계약 타입): IHeadlessCardEffect는 삭제됨(생산자 0). 잔존 CardEffectDefinition/CardEffectResolveContext/CardEffectCanResolveResult/IEffectMutationSink/EffectMutation은 발명 substrate 계약. AS-IS의 이펙트 계약은 ICardEffect(ICardEffect.cs)이며 이 typed 레코드들과 구조 무관"
src/HeadlessDCGO.Engine/Headless/Effects/MatchStateMutationSink.cs,Script/CardController.cs,DestroyPermanentsClass · HandBounceClaass · DeckBottomBounceClass · DeckTopBounceClass · IPutSecurityPermanent · IReduceSecurity · CardObjectController.AddHandCards; Permanent/TopCard 게터,"CardController.cs:3648(DestroyPermanentsClass)/2603(HandBounceClaass)/2271(DeckBottomBounceClass)/2437(DeckTopBounceClass)/3503(IPutSecurityPermanent)/5412(IReduceSecurity); StackSkillInfos OnLeaveFieldAnyone :2711/:2546/:3605; TopCard.CanNotBeAffected :2632/:2305/:2471","방대한 삭제/면역/제한/보안/디지볼브 규칙의 substrate 실행. 각 mutation kind의 AS-IS 홈: DeleteKind→DestroyPermanentsClass(:3648); ReturnToHand→HandBounceClaass(:2603); ReturnToDeckBottom/Top→DeckBottom/TopBounceClass(:2271/:2437); AddToSecurity(field)→IPutSecurityPermanent(:3503); TrashSecurity→IReduceSecurity(:5412); DrawCards/ReturnToHand→CardObjectController.AddHandCards; 면역게이트=TopCard.CanNotBeAffected(DestroyPermanentsClass 등에서 per-target 적용, :2632/:2305/:2471); Suspend 제한=Permanent.CanSuspend. 파일 주석의 line 인용을 실소스 대조 확인"
src/HeadlessDCGO.Engine/Headless/Effects/OptionalPromptQueue.cs,Script/MultipleSkills.cs;Script/ICardEffect.cs,MultipleSkills optional 선택(IsSkippable/Activate_Optional_Effect_Execute) · ICardEffect.Activate_Optional,"MultipleSkills.cs:284(_CanNoSelect: IsSkippable)/374(Activate_Optional_Effect_Execute); ICardEffect.cs:1050(Activate_Optional)/305(IsSkippable)","선택적 효과 프롬프트 큐잉/해석의 AS-IS 홈: 여러 optional 스킬 중 선택은 MultipleSkills 창 루프가 IsSkippable(ICardEffect.cs:305) 게이트로 처리하고(MultipleSkills.cs:284 _CanNoSelect), 실행은 Activate_Optional_Effect_Execute(:374)→ICardEffect.Activate_Optional(:1050). substrate 큐는 이 선택 흐름의 별도 자료구조화"
src/HeadlessDCGO.Engine/Headless/Effects/PendingEffect.cs,Script/SkillInfo.cs,SkillInfo (loose analog),SkillInfo.cs:3,"무대응(substrate 데이터 레코드 Request+Mode). 가장 근접한 AS-IS 개념은 SkillInfo(SkillInfo.cs:3, CardEffect+Hashtable+Timing 쌍)지만 구조 상이(Request+Mode vs CardEffect+Hashtable+Timing). 발명 큐 파이프라인 소속"
src/HeadlessDCGO.Engine/Headless/Effects/PlayCostHelpers.cs,Script/CardSource.cs,CardSource.GetCostItself/PayingCost/GetChangedPayingCost/GetChangedCostItselef (IChangeCostEffect 파이프라인),"CardSource.cs:769(GetCostItself)/635(PayingCost)/664(GetPayingCostWithBaseCost)/864(GetChangedPayingCost); BasePlayCostFromEntity :757","플레이 비용 계산(수정자 적용·스테이지별 합산·가용성 판정)의 AS-IS 홈. 2-스테이지(CostItself→PayingCost)는 AS-IS GetChangedCostItselef→GetChangedPayingCost(:864)로, IChangeCostEffect.IsChangePayingCost()(:807/:882)로 스테이지 분기; 베이스는 BasePlayCostFromEntity(:757). substrate의 CostItself/PayingCost 스테이지 enum이 이를 1:1 미러"
src/HeadlessDCGO.Engine/Headless/Effects/PlayerScopeContinuousHelpers.cs,Script/CardEffectCommons/GiveEffect/GiveEffectToPermanentOrPlayer.cs,continuous 효과의 permanentCondition Func 평가,GiveEffectToPermanentOrPlayer.cs,"무대응(scope-key 어휘는 발명): 플레이어-스코프 지속효과 조건매칭. AS-IS는 지속효과 클래스가 Func<Permanent,bool> permanentCondition 술어를 인라인 평가하여 대상 permanent 집합을 결정(GiveEffectToPermanentOrPlayer/CardEffectFactory continuous). substrate는 이를 playerScope/scopePlayerId/scopePredicate 등 메타키+ConditionMatches 헬퍼로 재표현 — 동일 스코프-키 타입은 AS-IS에 없음"
src/HeadlessDCGO.Engine/Headless/Effects/SkillInfo.cs,Script/SkillInfo.cs,SkillInfo (구조 상이),SkillInfo.cs:3-14,"AS-IS SkillInfo 클래스는 SkillInfo.cs:3에 존재하나 구조 상이: AS-IS=(ICardEffect CardEffect, Hashtable Hashtable, EffectTiming Timing)(:12-14), substrate record=(Definition, Request, Mode). SkillWindowContinuation.cs 주석이 '구조적으로 무관한 substrate SkillInfo'라 명시. 즉 이름은 같으나 substrate record는 별개 발명 형상(AS-IS SkillInfo의 미러는 Assets.Scripts.Script.CardEffectCommons.SkillInfo 쪽)"
src/HeadlessDCGO.Engine/Headless/Effects/SkillWindowContinuation.cs,Script/MultipleSkills.cs,MultipleSkills.ActivateMultipleSkills/ActivateMultipleSkills_OnePlayer · StackedSkillInfos/NonTurnPlayerSkillInfos · CheckNewTriggredSkill_mainStack/skipCondition/IsCutinEffect,"MultipleSkills.cs:21(ActivateMultipleSkills)/67(_OnePlayer)/13(StackedSkillInfos)/32(NonTurnPlayerSkillInfos)/55-56(2-half 호출)/65(IsCutinEffect)","AS-IS MultipleSkills 창 루프의 커서/suspend 상태를 substrate가 externalize. SkillWindowPhase(TurnPlayer/NonTurnPlayer)=AS-IS 2회 _OnePlayer 호출(MultipleSkills.cs:55-56); PhasePlayer=_OnePlayer의 player 파라미터(:67); PendingOtherPhaseSkillInfos=NonTurnPlayerSkillInfos(:32); CheckNewTriggeredSkillMainStack/SkipCondition=동명 파라미터; StackedSkillInfos=:13. C# 콜스택을 choice-port unwind 후 재진입하려 상태화(파일 주석)"
src/HeadlessDCGO.Engine/Headless/Effects/SkillWindowSupply.cs,Script/AutoProcessing.cs;Script/CardEffectCommons/HashtableSetting.cs,AutoProcessing.StackSkillInfos · HashtableSetting.OnAttackCheckHashtableOfPermanent/OnEnterFieldHashtable,"AutoProcessing.cs:984(StackSkillInfos); HashtableSetting.cs:310(OnAttackCheckHashtableOfPermanent)/135(OnEnterFieldHashtable)","GameEvent→(Hashtable,EffectTiming) 변환기: AS-IS는 emit 지점에서 autoProcessing.StackSkillInfos(hashtable,timing)(AutoProcessing.cs:984)를 호출하며 페이로드를 인라인/HashtableSetting 빌더로 구성. substrate가 그 Hashtable을 이벤트에서 재구성해 동일 빌더 재사용(OnAttackCheckHashtableOfPermanent HashtableSetting.cs:310, OnEnterFieldHashtable :135). 미처리 timing들은 AS-IS 인라인 빌더/PRE-snapshot 요구로 GAP(design item). DORMANT"
src/HeadlessDCGO.Engine/Headless/Effects/TriggerEventEmitter.cs,Script/AutoProcessing.cs,AutoProcessing.StackSkillInfos(hashtable, timing),AutoProcessing.cs:984,"타이밍 윈도우 이벤트 발행의 AS-IS 대응은 AutoProcessing.StackSkillInfos(hashtable,timing)(:984) 직접 호출(턴경계/디지볼브/드로우/보안체크 지점). substrate는 존이동 없는 지점에서 명시 TriggerTimingKey를 스탬핑한 GameEvent를 발행하고 TriggerTimingMap이 그 timing을 열도록 함 — AS-IS의 StackSkillInfos(timing) 호출을 이벤트-전송 substrate로 번역(파일 주석)"
src/HeadlessDCGO.Engine/Headless/Effects/TriggerTimingMap.cs,Script/CardController.cs,"각 timing의 AS-IS StackSkillInfos 호출부(예: DestroyPermanentsClass의 OnLeaveFieldAnyone/OnDestroyedAnyone)",CardController.cs:2711/:3605(OnLeaveFieldAnyone StackSkillInfos 부근),"무대응(발명 중앙화 로직): 이벤트→timing 파생 자체가 substrate 발명. AS-IS는 각 규칙 지점에서 timing을 하드코딩해 StackSkillInfos를 명시 호출(예: DestroyPermanentsClass가 field→trash에서 OnLeaveFieldAnyone/OnDestroyedAnyone 스택, CardController.cs:2711/:3605 등). substrate는 CardMoved의 zone전이(field→Trash+deletion마커 등)로 그 timing 집합을 재계산 — AS-IS엔 이 파생 함수 없음(호출부가 이미 timing을 앎)"
src/HeadlessDCGO.Engine/Headless/Effects/TriggerTimings.cs,Script/ICardEffect.cs,EffectTiming (enum),ICardEffect.cs:969,"타이밍 문자열 상수 어휘는 AS-IS EffectTiming enum(ICardEffect.cs:969)의 1:1 미러(이름이 원 enum 멤버명과 일치, 파일 주석 명시). 단 BroadcastTimings/IsBroadcast(cross-card 전파 allow-list)는 발명 substrate — AS-IS는 global StackSkillInfos로 board-wide 창을 열고 각 카드 게이트가 self-filter(allow-list 개념 없음)"
