tobe_path,verdict,diff_count,summary
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons/GiveEffect/GiveEffectToPlayer/ChangeSAttack.cs,non,2,"AS-IS sibling method InvertDigimonSAttackPlayerEffect (AS-IS :73-131, full PermanentCondition/AddEffectToPlayer/buff-debuff-loop logic) is entirely MISSING from TO-BE (file header comment: 'left for a later batch'); ChangeDigimonSAttackPlayerEffect body itself does not appear in this file - it is a one-line delegation to another overload elsewhere, so this file alone cannot verify the AS-IS loop-over-PermanentsForTurnPlayer/AddEffectToPlayer logic is preserved"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons/GiveEffect/GiveEffectToPlayer/CanNotReturnToHand.cs,1to1,0,"대조 심볼 1개(GainCanNotReturnToHandPlayerEffect, 내부 PermanentCondition/CanUseCondition 포함) 전부 일치(substrate 번역만: IEnumerator->Task, CreateBuffEffect UI 시각효과 스트립 - 확립 관례)"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/ChangeDPClass.cs,1to1,0,대조 심볼 5개(SetUpChangeDPClass/GetDP/PermanentCondition/IsUpDown/IsMinusDP) 전부 일치(네임스페이스 래핑만 차이)
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons/CanUseEffects/WhenPermanentWouldDigivolve.cs,1to1,0,대조 심볼 2개(CanTriggerWhenPermanentWouldDigivolveOfCard/CanTriggerWhenPermanentWouldDigivolve) 전부 일치(substrate 번역만: PermanentOfThisCard->ResolvePermanentOfThisCard)
src/HeadlessDCGO.Engine/Assets/Scripts/Script/JsonSerializedClass.cs,non,6,"TO-BE는 헤더 주석만 있는 빈 스켈레톤('TODO: Skeleton only'); AS-IS의 6개 데이터 클래스(RootObject/CardData/AlternateArt/DigivolveCondition/CardName/Restriction, 약 30개 필드) 전부 미포팅"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/TreatAsDigimon.cs,1to1,0,대조 심볼 1개(TreatAsDigimonStaticEffect) 바이트 단위 동일(네임스페이스 래핑만 차이)
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/CannotAddSecurityClass.cs,1to1,0,대조 심볼 2개(SetUpCannotAddSecurityClass/cannotAddSecurity) 바이트 단위 동일
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/CanNotBeDestroyedBySkillClass.cs,1to1,0,대조 심볼 2개(SetUpCanNotBeDestroyedBySkillClass/CanNotBeDestroyedBySkill) 바이트 단위 동일
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/CanNotSuspendClass.cs,1to1,0,대조 심볼 2개(SetUpCanNotSuspendClass/CanNotSuspend) 바이트 단위 동일
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/DontHaveDPClass.cs,1to1,0,대조 심볼 2개(SetUpDontHaveDPClass/DontHaveDP) 바이트 단위 동일
src/HeadlessDCGO.Engine/Assets/Scripts/Script/ShowPhaseNotificationObject.cs,non,4,TO-BE는 헤더 주석만 있는 빈 스켈레톤; AS-IS의 Init/ShowPhase/CloseCoroutine(GManager.turnStateMachine.IsSelecting 토글 포함)/Off 전부 미포팅
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/ChangeCardLevelClass .cs,1to1,0,대조 심볼 2개(SetUpChangeCardLevelClass/GetCardLevel) 바이트 단위 동일
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/ChangeCardNamesForDigiXrosClass.cs,1to1,0,대조 심볼 2개(SetUpChangeCardNamesForDigiXrosClass/ChangeCardNamesForDigiXros) 바이트 단위 동일
src/HeadlessDCGO.Engine/Assets/Scripts/Script/JogressEffectObject.cs,non,1,TO-BE는 헤더 주석만 있는 빈 스켈레톤; AS-IS의 EvolutionEffectAnimation 오버라이드 미포팅
src/HeadlessDCGO.Engine/Assets/Scripts/Script/MainPhaseAction/MainPhaseAction.cs,1to1,0,"대조 심볼 1개(Execute, void->Task 시그니처) 일치; Photon IGamePacket의 Serialize/Deserialize(순수 네트워크 전송 계층, 로직 본문 없는 추상 시그니처)는 실체가 없는 Photon substrate이므로 스트립이 substrate 번역 범위로 허용됨"
