tobe_path,분류,근거
src/HeadlessDCGO.Engine/Headless/Runtime/CardEffectRegistrar.cs,other,"카드 입장 시 타이밍별 효과 등록·초기화(UseCount 리셋 등) — 카드 효과 배선 규칙 로직"
src/HeadlessDCGO.Engine/Headless/Runtime/CardLeavePlayCleanup.cs,other,"삭제 직전 DP/Level/Cost/이름/특성 스냅샷 및 Fortitude/Ascension 등 키워드 상태 기록 — AS-IS record-parameters 규칙을 1:1 계산하는 실소스"
src/HeadlessDCGO.Engine/Headless/Runtime/CardMovementPort.cs,Unity대체,"카드 이동 실행 후 GameEvent 생성·상태 치환만 수행 — 합법성 판정 없는 순수 상태/식별 이동 포트(Unity 카드이동 시스템 대체)"
src/HeadlessDCGO.Engine/Headless/Runtime/CardObservation.cs,RL api,"정책이 소비하는 타입드 카드 관측치(DP/Level/Cost/스택 등) 빌더 — 명시적으로 'observation'·정책向 설계된 RL 표면"
src/HeadlessDCGO.Engine/Headless/Runtime/CardStateMutationPort.cs,Unity대체,"Suspend/Unsuspend/Reveal/Hide 상태 변경 실행 후 이벤트 기록만 수행 — 판정 없는 순수 카드 상태 홀더(Unity 카드상태 대체)"
src/HeadlessDCGO.Engine/Headless/Runtime/CheatActionGuard.cs,RL api,"치트/디버그 액션을 헤드리스 합법행동·RL 액션공간에서 배제하는 필터 — 원본에 없는 에이전트-표면 가드"
src/HeadlessDCGO.Engine/Headless/Runtime/ContinuousKeywordGate.cs,other,"HasKeyword/IsDigimon 등 AS-IS Permanent 키워드·타입판정 인터페이스 스캔을 직접 수행하는 규칙계산 실소스"
src/HeadlessDCGO.Engine/Headless/Runtime/ContinuousModifierGate.cs,other,"플레이/디지볼브 비용을 AS-IS GetPayingCostWithBaseCost로 계산하는 비용 규칙 위임(thin delegate이나 결과는 규칙계산)"
src/HeadlessDCGO.Engine/Headless/Runtime/ContinuousRestrictionGate.cs,other,"공격/블록/디지볼브 등 연속효과 제한을 JointResult로 스캔·판정하는 규칙계산 실소스"
src/HeadlessDCGO.Engine/Headless/Runtime/ContinuousScopeEvaluation.cs,other,"연속효과 적용범위(카드타겟+플레이어범위) 평가를 목적으로 하는 규칙계산 모듈 — 현재 프로듀서 0으로 빈 배열 반환하나 설계상 규칙판정 슬롯(공용 상수 ConditionKey 포함)"
src/HeadlessDCGO.Engine/Headless/Runtime/DcgoMatch.cs,RL api,"InitializeAsync/StepAsync/ApplyActionAsync/GetLegalActions/GetObservation/GetActionMask/GetResult — 고전 RL env(reset/step/observe/action-mask) 인터페이스 그 자체"
src/HeadlessDCGO.Engine/Headless/Runtime/DeDigivolveHelpers.cs,other,"De-Digivolve/ArmorPurge 톱카드 트래시·룩키 플로어·면역 판정 등 AS-IS Degeneration 규칙을 계산하는 실소스"
src/HeadlessDCGO.Engine/Headless/Runtime/DeferredActivationController.cs,Unity대체,"에이전트 선택 대기 중인 활성화를 보관하는 순수 상태홀더 — AS-IS 코루틴이 스택을 살려두는 것의 대체물, 규칙 판정 없음"
