tobe_path,비고1
src/HeadlessDCGO.Engine/Headless/Services/InMemoryZoneMover.cs,"713줄. IZoneMover/IZoneStateReader/IHeadlessMatchStateResettable 구현. 존별 List<HeadlessEntityId> 딕셔너리(Dictionary<player,Dictionary<zone,List<cardId>>>)는 AS-IS Player.cs의 HandCards/SecurityCards/TrashCards/DeckCards 등 개별 zone 필드들을 zone-enum 매개 범용 구조로 통합한 것. 트래시 top-insert(N-6, 원위치 CardObjectController.cs:729,770 TrashCards.Insert(0,...)), 시큐리티 top-insert(N-3, 원위치 CardObjectController.cs:976 AddSecurityCard(toTop:true)), ShuffleSecurityAsync(BT1_087, 원위치 BT1_087.cs:112 등 다수 카드효과 SecurityCards=RandomUtility.ShuffledDeckCards), ShuffleHandAsync(BT13_033, 원위치 BT13_033.cs:215 HandCards=RandomUtility.ShuffledDeckCards)를 그대로 이전. PermanentBookkeepingRepository 리셋 배선(RD-R3-02)은 State/PermanentBookkeepingStore.cs와 연동해 Permanent.cs 객체의 CREATE/DIE 생명주기를 모사. → AS-IS 존-조작 게임로직(Player.cs 다중 zone 필드 + CardObjectController.cs 메서드들 + 개별 카드효과 파일 산재 로직)을 단일 범용 mover로 통합 이전한 발명적 재하우징(원 위치=Player.cs, CardObjectController.cs:729/770/976, 개별 BT*_*.cs 카드효과)."
src/HeadlessDCGO.Engine/Headless/Services/LegalAction.cs,"레코드(Id/PlayerId/ActionType/Parameters)+ToHeadlessAction() 변환. AS-IS 대응 없음(headless API 신규 개념; AS-IS는 UI가 액션 노출을 담당) → 순수 substrate."
src/HeadlessDCGO.Engine/Headless/Services/NullLogSink.cs,"ILogSink no-op 구현(Info/Warn/Error 모두 아무 것도 하지 않음). AS-IS 대응 없음 → 순수 substrate."
src/HeadlessDCGO.Engine/Headless/Services/StateFingerprintService.cs,"MatchState/MatchStateSnapshot을 정렬된 정규 텍스트(player/card/event 순)로 직렬화 후 SHA256 해시(IStateFingerprintService 구현). AS-IS 대응 없음(재현성 검증/중복상태 탐지용 신규) → 순수 substrate."
src/HeadlessDCGO.Engine/Headless/Services/ZoneMoveRequest.cs,"존 이동 요청 레코드(PlayerId/CardId/FromZone/ToZone/FaceUp/Metadata)+생성자 검증(Custom 금지, From==To 금지 등). Metadata 필드는 부수 배선(suppressOnPlay 등)을 실어나르는 매개체일 뿐. AS-IS는 메서드 직접 호출(인자)로 처리하며 요청 객체화 개념이 없음 → 순수 substrate 파라미터 객체(실 이동 로직은 InMemoryZoneMover.cs가 담당)."
src/HeadlessDCGO.Engine/Headless/Services/ZoneMoveResult.cs,"이동 결과 레코드(Request/Event/SourceZoneCards/DestinationZoneCards). AS-IS 대응 없음 → 순수 substrate."
src/HeadlessDCGO.Engine/Headless/State/CardIdentityAdapter.cs,"MatchState 위에서 카드 생성(CreateCard)/배치(PlaceCard)/이동(MoveCard)/공개-비공개(Reveal/Hide)/서스펜드(Suspend/Unsuspend)/소스 부착-분리-초기화(AttachSource/DetachSource/ClearSources)를 수행하는 불변 어댑터, Bind()가 위치정보까지 결합한 CardIdentitySnapshot 생성. AS-IS 대응: Permanent.IsSuspended(Permanent.cs:1956), CardSource.IsFaceUp(CardSource.cs:58), CardSource.IsToken(CardSource.cs:2464), Permanent.cardSources 리스트(Permanent.cs:880, AttachSource/DetachSource/ClearSources가 이 리스트 조작을 미러) → AS-IS CardSource/Permanent 필드 조작 로직이 State/ 계층의 불변 어댑터로 재하우징(원 위치=CardSource.cs, Permanent.cs)."
src/HeadlessDCGO.Engine/Headless/State/CardInstanceState.cs,"카드 인스턴스 불변 레코드(InstanceId/DefinitionId/OwnerId/IsSuspended/IsFaceUp/SourceIds/Modifiers/Flags)+Suspend/Unsuspend/Reveal/Hide/AttachSource/DetachSource/ClearSources/FingerprintSegment. 필드가 AS-IS와 1:1: IsSuspended=Permanent.cs:1956, IsFaceUp=CardSource.cs:58, SourceIds=Permanent.cardSources(Permanent.cs:880) → AS-IS 카드 상태 필드값 자체가 이 불변 레코드로 재하우징(원 위치=CardSource.cs, Permanent.cs)."
src/HeadlessDCGO.Engine/Headless/State/DigivolutionStack.cs,"StackRole(DigiEgg/Digivolution/Top)+StackedCard(InstanceId/CardNumber/Role/Level/BaseDp)+DigivolutionStack(정렬 스택, Depth/TopCard/BaseDp/UnderCards). AS-IS 대응: Permanent.cardSources(Permanent.cs:880)+TopCard/StackCards/DigivolutionCards 파생 프로퍼티(Permanent.cs:884-892)의 타입화된 재현 — 파일 주석이 직접 명시(‘원래는 typed CardSource로 추적, 이 구조가 복원’). → AS-IS Permanent 스택 구조가 State/ 계층으로 재하우징(원 위치=Permanent.cs:880-892)."
src/HeadlessDCGO.Engine/Headless/State/DigivolutionStackReader.cs,"sourceIds 메타데이터(DigivolveAction.AttachTargetAsSource가 기록)를 DigivolutionStack으로 투영하는 리더(+ConditionalWeakTable 캐시). 주석이 직접 명시: sourceIds는 newest-under-card-first로 저장되며 AS-IS Permanent.cardSources 순서에 대응, 스택 반전 후 Top 역할 부여. → AS-IS 디지볼브 스택 해석 로직이 State/ 계층으로 재하우징(원 위치=Permanent.cs cardSources/TopCard, DigivolveAction.AttachTargetAsSource)."
src/HeadlessDCGO.Engine/Headless/State/DpCalculator.cs,"baseDp+DpModifier 목록으로 최종 DP 계산: Relative 델타를 먼저 합산, 그 다음 Absolute(set) 모디파이어를 ActivatedOrder 순으로 순차 적용(마지막 적용이 승리), 0 미만 클램프. AS-IS 대응: Permanent.BaseDP 계산부(Permanent.cs:193-320) — TopCard.BaseCardDP+BaseDP로 시작(201-202) → IChangeBaseDPEffect.GetDP를 순차 적용(296,307) → BaseDP<0이면 0으로 클램프(314-316), 동일 순서로 확인됨 → AS-IS DP 누적 로직이 State/ 계층으로 재하우징(원 위치=Permanent.cs:193-320)."
src/HeadlessDCGO.Engine/Headless/State/DpModifier.cs,"DpModifierKind(Relative/Absolute)+DpModifier 레코드(Value/Kind/ActivatedOrder/Source)+Relative/Absolute 팩토리. AS-IS 대응: IChangeBaseDPEffect의 IsUpDown(=Relative)/NotIsUpDown(=Absolute) 이펙트 분류(Permanent.cs:296-307에서 소비)를 타입화 → AS-IS 이펙트 분류가 State/ 계층으로 재하우징(원 위치=Permanent.cs의 IChangeBaseDPEffect 처리부, CardEffectCommons)."
src/HeadlessDCGO.Engine/Headless/State/GameContextStateAccessor.cs,"MatchState+턴 플레이어/페이즈/메모리/선공/ActiveCardIds/DoSwitchTurnPlayer/IsSecurityLooking을 감싸는 가변 접근자(WriteState/SetMemory/SetTurnPhase/SetSecurityLooking/SwitchTurnPlayer), PermanentsForTurnPlayer(BattleArea 카드 집계) 파생 프로퍼티 포함. AS-IS 대응: GManager.instance.turnStateMachine.gameContext(Player.cs:1135,1140에서 Memory 참조되는 바로 그 GameContext) → AS-IS GameContext 전역 싱글턴 상태가 State/ 계층 클래스로 재하우징(원 위치=GameContext.cs/TurnStateMachine.cs; 골6 mig-goal6에서 문서화된 이관과 동일 계열)."
src/HeadlessDCGO.Engine/Headless/State/MatchState.cs,"최상위 불변 매치 상태(Players/CardInstances/Version/IsTerminal/Events)+GetPlayer/GetCardInstance/WithCardInstance/PlaceCard/MoveCard/Snapshot/ComputeFingerprint. AS-IS엔 대응하는 단일 ‘매치 상태 스냅샷’ 클래스가 없음 — 상태는 GManager/GameContext/Player(각 zone 필드)/CardSource/Permanent 등 다수 MonoBehaviour 전역 싱글턴에 분산되어 있음 → AS-IS 전역 분산 상태(GManager+Player+CardSource+Permanent)를 단일 불변 트리로 재하우징한 substrate 루트(리프 값 자체는 PlayerState.cs/CardInstanceState.cs가 담당하며 이 파일은 그 조합·CRUD 계약)."
src/HeadlessDCGO.Engine/Headless/State/PermanentBookkeepingStore.cs,"파일 상단 주석이 Permanent.cs:3686-3941의 필드(PlayingEffect/DigivolvingEffect/PlaceOtherPermanentEffect/LevelJustAfterPlayed/PlayCostJustAfterPlayed/CardNamesJustAfterPlayed/CardNamesJustAfterDigivolved/TraitsJustAfterPlayed/IsBurstDigivolved/IsAppFusion/IsReturnedToHandByBurstDigivolution)를 1:1 매핑한다고 명시. grep으로 실존 확인(Permanent.cs:3674,3686,3690,3890,3894,3898,3902,3906,3930,3938,3942). InMemoryZoneMover.MoveCard의 field-zone 진입/이탈 훅과 연동해 CREATE/DIE/PERSIST(ReKey) 생명주기를 재현. → AS-IS Permanent 객체 필드값+생명주기 로직 자체가 재하우징(원 위치=Permanent.cs:3674-3942)."
src/HeadlessDCGO.Engine/Headless/State/PlayerRuleAdapter.cs,"덱아웃(EvaluateDeckLossOnDraw)/시큐리티 직격(EvaluateSecurityAttack)/패배플래그(EvaluateLoseFlag) 판정+통합(EvaluatePlayerChecks). AS-IS 대응: Player.IsLose 필드(Player.cs:116, SetLose에서 121에 true 대입)+덱/시큐리티 0장 체크. 클래스 주석은 과거 단순화 복제 프레디케이트(MaxMemoryCost/CanAddSecurity 등)가 AS-IS Player.cs:255,477 직접 사용으로 대체되어 제거되었음을 명시(fidelity mirror가 유일 경로임을 재확인). → AS-IS 승패판정 로직이 State/ 계층으로 재하우징(원 위치=Player.cs:116 IsLose 및 각 승리조건 체크부)."
src/HeadlessDCGO.Engine/Headless/State/PlayerState.cs,"플레이어별 zone 딕셔너리(ChoiceZone→cardIds)+Memory+Flags 불변 레코드, GetZone/AddToZone/RemoveFromZone/SetMemory/SetFlag/ToView. AS-IS 대응: Player.cs의 HandCards/SecurityCards/DeckCards/TrashCards/BattleAreaCards/BreedingAreaCards 등 개별 List<CardSource> zone 필드+Player.Memory 필드를 zone-enum 매개 통합 구조로 재하우징 → 원 위치=Player.cs(각 zone 필드, Memory)."
src/HeadlessDCGO.Engine/Headless/State/PlayerZoneAdapter.cs,"MatchState 위에서 플레이어별 zone 스냅샷 조회(ReadPlayer/ReadAllPlayers)/카드 위치 조회(LocateCard/TryLocateCard)/이동 적용(ApplyPlayerMutation)/덱아웃 여부(WouldDeckOutOnDraw)를 제공. OwnedZoneOrder(Library/Hand/BattleArea/BreedingArea/Trash/Security/DigitamaLibrary)는 AS-IS Player.cs의 대응 zone 필드 세트와 동일 개념. → AS-IS Player zone 필드 집합의 읽기/쓰기 어댑터로 재하우징(원 위치=Player.cs)."
src/HeadlessDCGO.Engine/Headless/State/VisibilityView.cs,"플레이어 시점별 가시성 필터(ForPlayer/ForDebugFull/IsCardVisibleToPlayer, ActiveCardIds 필터링). 클래스 내 ZoneState.DefaultVisibility/IsSecretFromOwner 호출부 주석이 AS-IS 근거를 명시: ContinuousController.ReverseCard(Player.cs의 DeckCardImages/DigitamaDeckCardImages 뒤집기)+SecurityObject.SetSecurity의 face-down 렌더링 규칙. → AS-IS 카드 공개/비공개 렌더링 규칙이 State/ 계층으로 재하우징(원 위치=ContinuousController.cs ReverseCard, Player.cs DeckCardImages/DigitamaDeckCardImages, SecurityObject.cs SetSecurity)."
src/HeadlessDCGO.Engine/Headless/State/ZoneState.cs,"단일 zone의 카드id 리스트+가시성 불변 레코드(InsertTop/InsertBottom/InsertAt/Remove/MoveToTop/MoveToBottom/Reveal/Hide/Shuffle/MoveCardTo/ToView). DefaultVisibility(Library/Hand/Security/DigitamaLibrary=Hidden, 나머지 Public)와 IsSecretFromOwner(Library/Security/DigitamaLibrary)는 VisibilityView.cs와 동일한 AS-IS 렌더링 규칙 근거(ContinuousController.ReverseCard/Player.cs 덱-시큐리티-디지타마 이미지/SecurityObject.SetSecurity)를 공유. → AS-IS 존별 공개/비공개 규칙이 State/ 계층으로 재하우징(원 위치=ContinuousController.cs, Player.cs, SecurityObject.cs — VisibilityView.cs와 동일 원본)."
