tobe_path,verdict,diff_count,summary
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/ImmuneFromDPMinusClass.cs,1to1,0,대조 심볼 N개 전부 일치(substrate 번역만)
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/CannotReturnToHandClass.cs,1to1,0,대조 심볼 N개 전부 일치(substrate 번역만)
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/BlockerClass.cs,1to1,0,대조 심볼 N개 전부 일치(substrate 번역만)
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons/CanUseEffects/WhenDiscardLibrary.cs,1to1,0,대조 심볼 N개 전부 일치(substrate 번역만)
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/CanNotAffectedClass.cs,1to1,0,대조 심볼 N개 전부 일치(substrate 번역만)
src/HeadlessDCGO.Engine/Assets/Scripts/Script/MainPhaseAction/ActivatePermanentAction.cs,non,1,"AS-IS has a second constructor ActivatePermanentAction(byte[] bytes) plus Deserialize(byte[]) and Serialize() methods implementing Photon RPC (de)serialization; TO-BE drops all three entirely rather than replacing them with a headless equivalent — a symbol/member drop, not a translation."
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/ChangeCardColorClass.cs,1to1,0,대조 심볼 N개 전부 일치(substrate 번역만)
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/AddMaxTrashCountDigiXrosClass.cs,1to1,0,대조 심볼 N개 전부 일치(substrate 번역만)
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons/CanUseEffects/OnEndAttack.cs,1to1,0,대조 심볼 N개 전부 일치(substrate 번역만)
src/HeadlessDCGO.Engine/Assets/Scripts/Script/PlayerSelection/ValueSelection.cs,non,4,"TO-BE is a bare TODO skeleton stub (comment only, 0 members). AS-IS has ValueSelection(int)/ValueSelection(bool) constructors and ValueAsInt()/ValueAsBool() methods — none ported."
