tobe_path,비고1
src/HeadlessDCGO.Engine/Headless/Services/CardInstanceRecord.cs,"(나) 순수 substrate 데이터 레코드. AS-IS 심볼 인용 0건. 카드 인스턴스(InstanceId/DefinitionId/OwnerId/IsToken/Metadata)를 불변 레코드로 보관 — AS-IS는 Unity Permanent/CardObjectController GameObject 인스턴스로 동일 개념을 표현하나 1:1 클래스 대응은 없음(재구성된 저장모델)."
src/HeadlessDCGO.Engine/Headless/Services/CardQuery.cs,"(나) 순수 substrate. AS-IS 대응 없음. 카드 정의 조회용 범용 필터 DTO(CardNumber/NameContains/CardType/EffectBindingKey)."
src/HeadlessDCGO.Engine/Headless/Services/CardRecord.cs,"(나) 순수 substrate 데이터 레코드(부분 AS-IS 인용 1건). 카드 정의 필드(CardNumber/Name/CardType/PlayCost/EvolutionCost/EvolutionCondition/Metadata)는 AS-IS CardInfo(MonoBehaviour, Script/CardInfo.cs)를 헤드리스 불변 레코드로 재구성한 substrate. IsCardType/AdditionalCardTypesKey(C7)만 AS-IS CardSource.CardKinds 리스트(듀얼 카드 이중판정) 규칙을 인용하지만, 이는 레코드 위의 판정 메서드일 뿐 레코드 자체는 데이터모델 substrate."
src/HeadlessDCGO.Engine/Headless/Services/GameRandomSource.cs,"(나) 순수 substrate 실행인프라. AS-IS 대응 없음. 결정론적 시드 PRNG(xoshiro256** 계열 SplitMix64 시딩)로 헤드리스 시뮬레이션 재현성을 위해 신설 — AS-IS Unity 클라이언트는 UnityEngine.Random/System.Random을 사용하며 이 알고리즘과 무관."
src/HeadlessDCGO.Engine/Headless/Services/HeadlessEntityId.cs,"(나) 순수 substrate. AS-IS 대응 없음. 문자열 기반 엔티티 식별자 값 타입 + JSON 컨버터 — AS-IS는 GameObject/오브젝트 참조로 동일 역할을 수행하며 이런 문자열 id 타입이 없음."
src/HeadlessDCGO.Engine/Headless/Services/HeadlessEntityRegistry.cs,"(나) 순수 substrate. AS-IS 대응 없음. 플레이어/카드정의/카드인스턴스 인메모리 레지스트리 + 스냅샷 — 헤드리스 엔진 전용 저장소 구조."
src/HeadlessDCGO.Engine/Headless/Services/HeadlessPlayerId.cs,"(나) 순수 substrate. AS-IS 대응 없음. 정수 기반 플레이어 식별자 값 타입 + JSON 컨버터."
src/HeadlessDCGO.Engine/Headless/Services/ICardInstanceRepository.cs,"(나) 순수 substrate 인터페이스 계약. AS-IS 대응 없음(카드 인스턴스 Upsert/조회/스냅샷 저장소 계약)."
src/HeadlessDCGO.Engine/Headless/Services/ICardRepository.cs,"(나) 순수 substrate 인터페이스 계약. AS-IS 대응 없음(카드 정의 조회 저장소 계약)."
src/HeadlessDCGO.Engine/Headless/Services/IHeadlessLegalActionController.cs,"(나) 순수 substrate 인터페이스 계약. AS-IS 대응 없음. 잔존 TODO 주석('Replace with rule-generated legal action updates after AS-IS rule flow is ported')은 포팅 이전 시기의 구식 표기로 실제 룰-생성 경로(PlayCardAction 등)는 이미 이식되어 있음 — 인터페이스 자체는 여전히 배관 계약."
src/HeadlessDCGO.Engine/Headless/Services/IHeadlessLegalActionSeeder.cs,"(나) 순수 substrate 인터페이스 계약. AS-IS 대응 없음. 잔존 TODO 주석 동일 사유(구식 표기, 배관 계약 자체는 유효)."
src/HeadlessDCGO.Engine/Headless/Services/IHeadlessMatchStateResettable.cs,"(나) 순수 substrate 인터페이스 계약. AS-IS 대응 없음(매치-상태 리셋 계약). 잔존 TODO 주석 동일 사유."
src/HeadlessDCGO.Engine/Headless/Services/ILogSink.cs,"(나) 순수 substrate 인터페이스 계약. AS-IS 대응 없음(Info/Warn/Error 로그 싱크)."
src/HeadlessDCGO.Engine/Headless/Services/IRandomSeedController.cs,"(나) 순수 substrate 인터페이스 계약. AS-IS 대응 없음(RNG 시드 리셋 + 현재시드 조회 계약)."
src/HeadlessDCGO.Engine/Headless/Services/IRandomSource.cs,"(나) 순수 substrate 인터페이스 계약. AS-IS 대응 없음(NextInt/NextDouble/Shuffle RNG 계약)."
src/HeadlessDCGO.Engine/Headless/Services/IRuleQueryService.cs,"(나) 순수 substrate 인터페이스 계약. AS-IS 대응 없음(GetLegalActions/IsTerminal 룰 조회 계약). 잔존 TODO 주석('Query rules and legal state without UI or scene dependencies')은 포팅 이전 구식 표기."
