relpath,verdict,deviations,notes
Script/SelectDigiXrosClass.cs,MATCH-TRANSLATED,,"1048줄 전역 AS-IS 라인앵커 — STATE 필드·CanSelectDigiXros·Select()영역루프·SelectHandCard/SelectBattleAreaPermanent/SelectTamerDigivolutionCard/SelectTrashCard·AddDigivolutiuonCards(ByEffect) 전량 1:1. RPC+WaitUntil 선택패널→ChoiceType.ModeChoice 단일요청 치환(SelectAppFusionEffect 선례, §9 ChoiceProvider 등재행); AI/opponent 분기가 동일 provider 요청으로 수렴(문서화됨). cause-id(HeadlessEntityId?) 번역=§9.1 등재 어휘. RD-EXT3-05 필드-퍼머넌트 재부모화 랜딩 확인."
Script/SelectCardEffect.cs,DEVIATION,"INVENT@TOBE:52-200 BuildRequest/BuildMutations/Apply/BuildMutation/Mutation/PlayMutation/RootZone — AS-IS 무대응 신규 API 블록. 레포 전역 grep 결과 외부/내부 호출 0건(완전 dead) — 'bridge W4' SetUp/Activate(202-936, 실카드 수백장이 GManager.GetComponent<SelectCardEffect>() 경유로 호출)가 이미 실경로이며 EffectMutation도 그 안에서 인라인으로 직접 생성(537/599/753행), 이 블록을 거치지 않음. 구 F-2.2/F-2.4 id-flip 아키텍처 잔존으로 추정.","라이브 경로(SetUp/Activate/RootCardList/CanSelectCardAsIs/active/RunAsIsSelectionAsync)는 AS-IS 1011줄 전량에 라인앵커 달린 충실한 MATCH-TRANSLATED — Discard 모드의 AS-IS 버그성 quirk(하나라도 손패 카드가 있으면 트래시 IDiscardHands가 target 전체를 훑는 동작)까지 보존 확인. 별건: SetReducedCostTuple/SetFixedCostTuple 문서주석(343-345,349)이 'RD-W4-1: PlayForCost STOP'을 주장하나 실제 Activate() 646-729는 reduce/fixed-cost ChangeCostClass 등록을 완전 구현함 — 문서-코드 불일치(기능 결함은 아님, 문서만 stale)."
Script/SelectPermanentEffect.cs,DEVIATION,"INVENT@TOBE:117-123 IsValidSelection·129-160 BuildRequest(IZoneStateReader,players) — AS-IS 무대응, 레포 전역 호출 0건(완전 dead). SelectCardEffect.cs와 동형인 구 CV-A2/F-2 id-flip 아키텍처 잔존.","라이브 경로(SetUp/Activate/CanTargetAsIs/active/ApplyAsIsModeBatchAsync/RunAsIsSelectionAsync, 1056줄 AS-IS 전량 라인앵커)는 충실한 MATCH-TRANSLATED — 강제선택 지름길(:366-399)·PutSecurity가 이펙트소스 오너 CanAddSecurity로 게이트(:974-994)·Degenerate/Attack 순차처리·_canAttackPlayer/_defenderCondition/_faceUp이 SetUp에서 리셋되지 않는 AS-IS quirk까지 보존 확인. 동일 파일의 BuildMutations/Apply/BuildMutation/Mutation/SecurityMutation(184-292)은 ApplyAsIsModeBatchAsync가 실제로 호출하는 라이브 코드(dead 아님) — IsValidSelection/BuildRequest만 dead."
Script/ContinuousController.cs,MATCH-TRANSLATED,"No line-level deviations found in the game-relevant surface. AS-IS file (1843 lines) is a Unity MonoBehaviour singleton app-shell: scene load, Photon networking/lobby callbacks, PlayerPrefs deck/settings save-load, BGM/SE, OnGUI debug overlay, token-CEntity_Base refs — none of this is card-game rule logic. The only rule-relevant surface is the embedded top-level `RandomUtility` static class (GetSecureRandom / IsSucceedProbability / ShuffledDeckCards(List<CEntity_Base>) / ShuffledDeckCards(List<CardSource>), AS-IS :1479-1589), which is globally rehoused, not silently dropped: ShuffledDeckCards' Fisher-Yates -> src/.../Headless/Services/GameRandomSource.Shuffle<T> (seeded Xoshiro256**, verified byte-identical algorithm) + IZoneMover.ShuffleAsync/ShuffleSecurityAsync/ShuffleHandAsync (confirmed call sites in ported cards BT13_033/BT1_087/BT10_086 and MetadataActionProcessor.ShuffleDeckAsync); GetSecureRandom -> GameRandomSource.ResetSeed (deterministic seed control replaces crypto RNG, required for headless reproducibility). IsSucceedProbability's 3 AS-IS call sites (OptionalSkill.cs, TurnStateMachine.cs, SelectAttackEffect.cs) are ALL inside `GManager.instance.IsAI` gated blocks — client-side bot decision logic, not core rules; the headless architecture replaces interactive/AI decisions with ChoiceProvider/PolicyChoiceProvider (canonical §9 table), so no engine-side mirror is expected. TO-BE file is an intentional 7-line PORT skeleton stub (Decision: PORT / Category: UnityMixedLogic) — correct given the above.",Verified via grep cross-reference of RandomUtility/GetSecureRandom/ShuffledDeckCards/IsSucceedProbability call sites in both trees; no invented substitute logic found; Photon/Unity/UI-persistence portion correctly left unported per AS-IS-mirror-migration-decision (Headless/=substrate only).
Script/CardEffectCommons/GetFromHashtable.cs,MATCH-1:1,None.,"Byte-for-byte identical method bodies for all 26 accessors (GetCardEffectFromHashtable through GetDigiXrosCount) — same key strings, same type-check/cast/return structure, same control flow, same variable names. Only differences: added namespace declaration + header source-comment block, `public partial class` -> `public static partial class` (consistent with the class being pure static helpers; static is a whole-class modifier that must agree across all partial declarations of CardEffectCommons in the assembly), and the `using UnityEngine;` import dropped (unused in this file; canonical §9 UnityEngine-strip). No logic, ordering, or key-string differences."
Script/AttackProcess.cs,MATCH-TRANSLATED,"Documented, tracked relocations (not silent): (1) MIG1-BEFOREONATTACK — the AS-IS beforeOnAttackCoroutine param exists 1:1 but neither live call site (AttackDeclarationCommons.Declare / EffectDrivenAttack.Initiate) threads a non-null value yet; sole AS-IS consumer ST13_06 is an unported skeleton, so currently inert (latent, not a fidelity loss on any live card). (2) MIG1-KEYWORD-RELOCATE — Raid/Alliance counter-head switches were historically invented gates (RaidAttackSwitch/AllianceAttackBoost); AS-IS actually implements them as KEYWORD ActivateClass effects firing in the OnAllyAttack window, so the counter-head gate call was retired as a double-fire risk; the comment records this as a C-Atk-RETIRED tracked item. (3) MIG1-EXECUTE-RELOCATE — Execute's end-of-attack self-delete kept at the tail of the End stage (a freeform-pipeline position carried forward) rather than re-derived as an UntilEndAttack DeleteSelfEffect grant; tracked, not silently absorbed.",Extremely thoroughly self-documented substrate mirror (~40-line header + AS-IS line-anchored inline comments throughout) mapping every AS-IS coroutine suspension point to an explicit AttackPhase park (Declared/Blocking/Combat/DeletionReplacement/PiercingSecurity/Resolved/Completed) via AttackAdvanceResult. Spot-checked boundary guards (IsEndAttack + TopCard==null/!IsDigimon at AS-IS :106/221/258/277/301/325/386/410) all present at claimed positions; SwitchDefender (AS-IS :514-626) restored as the full guard->retarget->block-suspend->OnBlockAnyone->death-check->OnAttackTargetChanged sequence with F1-ATC-EMIT-CENTRALIZE noted as resolved. No unlisted invented control flow found.
Script/CardObjectController.cs,MATCH-TRANSLATED,"File is an explicitly-declared INCREMENTAL partial port (header: `Migration: Port core engine source — INCREMENTAL`); of the AS-IS methods, RemoveFromAllArea/CreateNewPermanent/RemoveField/AddTrashCard/AddExecutingCard/AddSecurityCard/AddHandCards/AddHandCard are ported 1:1-substrate-translated (verified line-anchored against AS-IS :370-1007). AS-IS methods not yet centralized here: AddTrashCards(plural)/AddLibraryTopCards/AddLibraryBottomCards/Shuffle/MovePermanent — verified NOT silently dropped: each is reproduced inline at its card-effect call sites via the IZoneMover substrate (e.g. src/.../CardController.cs:1551-1612 explicitly comments 'AS-IS CardObjectController.AddLibraryBottomCards' at the zone-mover call it replaces; MetadataActionProcessor.ShuffleDeckAsync -> context.ZoneMover.ShuffleAsync). CreatePlayerDecks (Photon master-client / AI random-deck bring-up) and AlignHand (GridLayoutGroup spacing) are Unity/Photon UI-and-matchmaking-only, correctly out of engine scope (same class as ContinuousController's stripped surface).",File header itself documents the SUBSTRATE SEAM rationale (list-mutation -> IZoneMover writes) and explicitly enumerates which AS-IS line ranges are covered so far; cross-checked against grep for the 5 unported method names across src/HeadlessDCGO.Engine to confirm inline rehousing rather than a silent gap.
Script/CardEffectCommons/RevealLibrary.cs,MATCH-TRANSLATED,"Design item RD-W3-1 (tracked, documented in-file): the incremental one-pick-at-a-time selection loop used when canTargetCondition_ByPreSelecetedList is present cannot reproduce un-picking an already-picked card to satisfy canEndSelectCondition at maxCount; recorded as unreachable for the AS-IS caller shapes (prefix-monotone conditions) rather than silently ignored.",Bridge-W3 mutation-helper mirror (docs/audit/mutation_helper_bridge_map.md referenced). Verified AS-IS statement-order claims against the read AS-IS source: RevealDeckTopCardsAndProcessForAll's revealedCardsCoroutine-before-remaining-routing (AS-IS :97-105) vs RevealDeckTopCardsAndSelect's remaining-routing-before-revealedCardsCoroutine (AS-IS :427-461) — both orderings preserved exactly as AS-IS in the two TO-BE methods (explicitly called out in the file's own comments as an intentional order flip between the two sibling methods). mutualConditions relaxation (AS-IS :302-308) reproduced verbatim. RemainingCardsPlace routing switch (DeckBottom/DeckTop/Trash/AddHand/DeckTopOrBottom) matches AS-IS case set 1:1.
Script/SelectHandEffect.cs,MATCH-TRANSLATED,"Minor: the file's own comment (TO-BE :460) claims '_noSelect = the returned card list is empty (AS-IS :604)', but AS-IS :604 is actually `_noSelect = cardSeletion.CardIDList == null` (a null-vs-empty-array distinction, not an empty-list check) — AS-IS can reach EndSelect_RPC with a non-null EMPTY CardIDs list when canEndNotMax permits ending with 0 selected, which AS-IS treats as _noSelect=false (falls through into the post-selection block on an empty _targetCards), whereas TO-BE's `selected.Count == 0` collapses that case into _noSelect=true (skips the block). Functionally inert in both engines because every downstream operation in that block (per-card foreach, discardHands.Count>0 gate, sink.FlushAsync with 0 staged mutations, PlayPermanentCards over an empty list) is a no-op on an empty card list, so no observable behavior difference was found; flagged for completeness, not a fidelity-breaking DEVIATION. Design item RD-W4-2 (tracked, analogous to RD-W3-1): the incremental byPreSelectedList selection loop cannot un-pick an already-picked card to satisfy canEndSelectCondition at maxCount, same documented limitation as RevealLibrary.cs.","Bridge-W4 mirror of the hand-scoped sibling of SelectCardEffect/SelectPermanentEffect. Verified Mode enum matches AS-IS 1:1 (Discard/PutLibraryTop/PutLibraryBottom/PutSecurityBottom/PlayForFree/PlayForCost/Custom); PlayForCost's reduce/fixed-cost ChangeCostClass registration+release sequence (AS-IS :783-892) reproduced with identical local predicate bodies (PermanentsCondition/SharedCardCondition/ChangeCost closures); per-card select-coroutine-before-mode-switch ordering (AS-IS :716-730, outside the switch) preserved; default per-Mode prompt strings (AS-IS :204-244) copied verbatim."
Script/EditDeck.cs,BLOCKED,,"스텁 vs 순수 Unity UI(MonoBehaviour 덱-에디터 화면; 룰층 0 — 카드추가 판정은 DeckBuildingRule.CanAddCard 별도 파일이 담당, 본 파일은 UI 배선만)"
Script/OfficialCardListUtility.cs,BLOCKED,,"스텁 vs 공식 카드리스트 HTML 스크래핑/파싱 유틸(DataLoader) — AS-IS 내 타 파일에서 호출부 0(자기 자신 외 참조 없음); 런타임 룰로직 아님, 빌드-시 데이터 임포트 도구"
Script/CardEffectInterfaces.cs,MATCH-TRANSLATED,,"74개 마커 인터페이스 전량 1:1(시그니처·주석 보존)+AS-IS CEntity_Effect.cs 병합 이식(파일 충돌 회피, 헤더에 사유 명시); MonoBehaviourPunCallbacks 제거(§9 등재); PermanentOfThisCard()!=null → !PermanentView.IsEmpty(등재 adaptation(2) 변형); CardColor(enum)·JogressCondition·DigiXrosCondition·BurstDigivolutionCondition는 헤더가 '당시 MISSING'이라 명시했으나 이후 CEntity_Base.cs/CardSource.cs에 추가되어 현재 실재(설계항목 COLOR-MODEL-DUALITY로 추적됨) — 갭 아님"
Script/CardEffectCommons/DNADigivolveEffects.cs,MATCH-TRANSLATED,,"AS-IS 256개 라인대(:20-452) 사설 co-eval 헬퍼+CanJogressWithHandOrTrash+DNADigivolveWithHandOrTrashCardIntoHandOrTrash 1:1 포팅(witness: tests/DNATEMP-Witness); PlayTempPermanent(finalCard:false) 임시 슬롯쓰기·널백 → 읽기전용 SnapshotZone Permanent VIEW(RD-S3-BT17_095 Option-2, no-op 대체)로 등재 번역; DNADigivolvePermanentsIntoHandOrTrashCard는 AS-IS 시그니처 오버로드가 실 구현(CardEffectCommons.cs:2178)에 위임하는 브릿지(docs/audit/mutation_helper_bridge_map.md 등재) — 교차파일 재하우징, 갭 아님; SetJogressEvoRootsController(PunRPC) 사설클래스는 실구현이 이관된 CardEffectCommons.cs 쪽 소관"
Script/DataBase.cs,MATCH-TRANSLATED,,"의도적 부분 미러(문서화: 'grown member-by-member, not ported wholesale') — 포팅된 멤버 전량 검증: ReplaceToASCII·IsXAntibodyString·17개 *EffectDiscription 텍스트 상수·CardColorNameDictionary·DictionaryUtility.GetCardColor 모두 AS-IS와 바이트 단위 verbatim(매개변수명 1건 무해 개명 PokemonTypeStringDictionary→cardColorNameDictionary 제외); 미포팅 잔여 멤버(CardKindJPNameDictionary 등 900+ 줄)는 partial 재하우징으로 오판 제외"
Script/HandCard.cs,BLOCKED,,스텁 vs 순수 Unity UI(MonoBehaviour 핸드카드 표시/드래그·클릭 컴포넌트; 룰층 0 — cardSource.IsLevel 등은 아이콘 표시용 읽기 전용 참조)
Script/SelectAttackEffect.cs,MATCH-TRANSLATED,,"CanTarget/CanAttackDigimon/CanAttackPlayer/active/CanEndSelect 판정로직 1:1; AS-IS Photon RPC+WaitUntil 선택 UI → ChoiceProvider 좌석(§9 등재 '인터랙티브 선택 응답' 패턴); 공격개시는 AttackDeclarationCommons.Declare/DeclareAsync 공유 체크포인트로 위임(문서화된 ADAPTATION, MIG1-BEFOREONATTACK은 추적된 설계항목·latent)"
Script/MultipleSkills.cs,MATCH-TRANSLATED,,ActivateMultipleSkills/ActivateMultipleSkills_OnePlayer의 수집→턴/비턴 분할→while(true) 재평가→순서선택→선택적확인→해소→RuleProcess→TriggeredSkillProcess 컷인 재귀 결정로직 1:1(design §1.4/§4 승인 및 R3-C2 flip으로 live); 구조적으로는 재진입-가능 continuation으로 리팩터(RunPhasesAsync/PassLoopAsync/RunPickBodyAsync 분리)했으나 이는 서스펜드/리쥼 지원을 위한 문서화된 아키텍처 작업이며 판정로직 자체는 손대지 않음; UI/Photon 전송(photonView.RPC SetTargetSkill 등)은 ISkillWindowChoicePort로 치환(등재 ADAPTATION A2)
Script/CEntity_EffectController.cs,MATCH-TRANSLATED,,"GetCardEffects_ExceptAddedEffects/GetCardEffects/InitUseCountThisTurn/GetUseCountThisTurn/isOverMaxCountPerTurn/RegisterUseEffectThisTurn/RemoveUseEffectThisTurn/EmptyEffectClass 전량 verbatim; AddCardEffect(reflection Component 부착)만 스트립 — 구조적 동등물 CardEffectDispatch.TryCreateForCard가 이미 동일 역할 수행함을 헤더에 명시(FOUNDATION brief); PermanentOfThisCard() → ICardEffect.ResolvePermanentOfThisCard(등재 adaptation(2)); CanNotBeAffected 시그니처 차이는 MIG5(선행 골)에서 이미 확정된 adaptation; CEntity_EffectControllerStore/CEntityUseCycle/CardEffectDispatch는 'not AS-IS' 추가 인프라로 명시 라벨링(정본 대비 발명 아님, per-instance 저장소+서스펜드 재생 트랜잭션 필요성 문서화)"
Script/CardEffectCommons/GameContextDeterminarion.cs,DEVIATION,"GAP: AS-IS OwnerHas1OrLessTamers (:858-864, static bool, checks card.Owner's battle-area Tamer count <=1) has ZERO TO-BE definition anywhere in src tree, yet has 4 LIVE AS-IS callers (BT22_030.cs:75, EX10_017.cs:107, BT23_016.cs:98, BT23_042.cs:96) — all 4 caller cards are themselves unported (no TO-BE file exists for any of the 4), so the gap is currently latent but the primitive itself was dropped, unlike its sibling HasNoElement/MatchConditionPermanentCount which were pre-emptively rehoused; MINOR: TO-BE TurnOwnershipHelpers.IsOwner(HeadlessPlayerId,HeadlessPlayerId)/IsOpponent(...) (2 extra methods beside the AS-IS-anchored IsOwnerTurn/IsOpponentTurn) have no identifiable AS-IS symbol counterpart (no bare 'IsOwner'/'IsOpponent' method exists anywhere in AS-IS) and zero TO-BE callers anywhere — appears pre-existing from an earlier fold (present already in the prior TOBE_ONLY commit per git history) rather than freshly invented in this audit window.","(P6 cluster3) Sibling-partial file: TO-BE is a 55-line fragment porting only IsExistOnBattleAreaDigimonTrigger/Activate + TurnOwnershipHelpers, with the bulk of GameContextDeterminarion.cs's ~65 AS-IS symbols correctly rehoused elsewhere: IsExistOnBattleAreaTrigger/Activate confirmed ported verbatim in the sibling main CardEffectCommons.cs:1302-1309 (cross-referenced, collapsed-cache-check documented); HasNoElement<T> confirmed ported CardEffectCommons.cs:3795 (generic method — my first grep pass missed it due to <T>); MatchConditionPermanentCount confirmed rehoused with clear ADAPTATION doc-comment in CardEffectCommons/KeyWordEffects/Save.cs:24 (scoped card-overload, documented as 'the sole mirror overload of this name'). Confirmed legitimately UNPORTED as AS-IS DEAD CODE (zero external AS-IS callers verified via grep, only self-referencing definition file): IsExistOnFieldTrigger/Activate, IsExistOnBreedingAreaTrigger/Activate, IsExistDigivolutionCardsTrigger/Activate, IsExistLinkedTrigger/Activate, IsPermanentExistsOnOpponentBreedingArea, UniversalRootCanNoSelectCondition — these 10 symbols are correctly absent, not gaps."
Script/FieldPermanentCard.cs,BLOCKED,,"TO-BE is a bare 8-line skeleton stub ('TODO: Skeleton only. Port or implement deterministic .NET logic later.'), no reclassification annotation. AS-IS (894 lines) is a pure Unity MonoBehaviour view component for the on-field card visual (Image/Text/Animator/CommandPanel/DOTween fields, SetActive/instantiate methods) — no rule-mutating logic identified in a header scan. Consistent with the 'AS-IS FieldPermanentCard instantiation = UI (stripped)' comments already present in CardObjectController.cs:99 and elsewhere in the ported tree, but this specific file lacks the formal SKEL-Exhaust/reclassification note that sibling UI files (e.g. SelectCardPanel.cs in this same batch) carry — flagged BLOCKED per stub-without-reason protocol rather than silently accepted."
Script/SelectAssemblyClass.cs,MATCH-TRANSLATED,,"Rich, heavily AS-IS-line-annotated 1:1 mirror of all AS-IS instance-surface methods (ResetSelectAssemblyClass/AddDigivolutionCardInfos/SetExcludedCards/isTrashCard/CanSelectAssembly/CanFulfillConditions/CanFulfillEachElementCondition/Select/SelectTrashCard/EndSelectAssembly/AddDigivolutiuonCards/AddDigivolutiuonCardsByEffect), each keyed to AS-IS line ranges. Substrate-only translations: IEnumerator->Task, card.PermanentOfThisCard()->ICardEffect.ResolvePermanentOfThisCard, card.Owner.TrashCards->new Player(ctx,owner).TrashCards. Adds a documented STATIC feasibility half (TryMatchMaterials/CanFulfillConditions(EngineContext,...)/ValidateMaterials) explicitly labeled as the twin surface the parameterized PlayCardAction path needs (RD-EXT3-02) — same backtracking algorithm as CanFulfillEachElementCondition, reused as a static entry point; not new game logic."
Script/GManager.cs,MATCH-TRANSLATED,,"Documented substrate translation of the AS-IS GManager MonoBehaviourPun singleton (EFFECT-MODEL REBUILD) into a match-scoped accessor over EngineContext/AmbientMatchContext. UI/Photon/audio members (dozens of AudioClip/Canvas/Camera/SE fields, Awake/OnDestroy/ChangeBackground/Init/ReturnToTitle) correctly stripped as non-rule state. Game-logic handles preserved: turnStateMachine, autoProcessing/autoProcessing_CutIn, attackProcess, userSelectionManager, GetComponent<T>() switch covering SelectPermanentEffect/SelectCardEffect/SelectHandEffect/OptionalSkill/SelectCountEffect/SelectDigiXrosClass/SelectAssemblyClass/SelectDNACondition/SelectAttackEffect/SelectAppFusionEffect/SelectBurstDigivolutionEffect (unsupported T throws STOP per design item RD-W4-3, not silent). AS-IS selectJogressEffect field correctly absent — cross-checked against SelectJogressEffect.cs's own SKEL-Exhaust reclassification note (superseded by the ChoiceProvider-based DNA-digivolve substrate path), consistent, not an independent gap. StackSkillInfos absence is a pre-existing tracked design item (P2-STACKSKILLINFOS), not new."
Script/DeckData.cs,BLOCKED,,"TO-BE is a bare 8-line skeleton stub, no reclassification note. AS-IS (868 lines) is a plain (non-MonoBehaviour) C# class implementing deck-code string encode/decode (base-256 packing of card ID lists) plus deck metadata (DeckName/DeckID/counts) for the deck-builder/save-load UI feature. Cross-checked: the TO-BE Headless substrate has its own independent deck-loading mechanism (Headless/DataLoading/StarterDecks.cs, DeckListLoader.cs, DeckValidator.cs) that the engine's match setup actually uses — the one live TO-BE reference to 'DeckData' (SelectCardEffect.cs:490) is a comment noting the AS-IS DeckData sort/matching-first ordering is UI-panel display logic (stripped), not engine state. Plausibly legitimately out-of-scope (UI/save-format feature superseded by the substrate loader) but the manifest-generated stub header still marks it Category=CoreRule/Priority=HIGH and carries no explicit reclassification decision — flagged BLOCKED per stub-without-reason protocol."
Script/CardEffectCommons/CanUseEffects/OnDeletion.cs,MATCH-TRANSLATED,,"Byte-for-byte verbatim port of all 12 AS-IS functions (CanTriggerOnDeletion/CanTriggerOnPermanentDeleted/CanTriggerOnPermanentLeave/IsByBattle/IsByEffect/CanActivateOnDeletion/IsTopCardInTrashOnDeletion/IsTopCardSamePermanent/CanActivateSelfOnDeletionWithContainingCardName+OnDeletionWithContainingCardName/…WithContainingTrait/…WithCardColors/…WithSaveText), with one documented ADAPTATION: IsByBattle/IsByEffect gain an OR-fallback read of derived ByBattleCauseKey/ByEffectCauseKey markers (cross-referenced with HashtableSetting.cs's matching overloads in this same batch) for sink/battle/deferred-deletion transport paths that have no live IBattle/ICardEffect object yet (RD-C1-CARDEFFECT-IDTHREAD, pre-existing tracked non-scope item) — same truth table preserved for the faithful live-object path."
Script/SelectBurstDigivolutionEffect.cs,MATCH-TRANSLATED,,"All 4 AS-IS methods (SelectWheterToBurst/SelectTamer/BounceTamer/AddTrashTopCardAtTurnEnd) FULLY LANDED per the file's own 2026-07-20/07-18 completion notes — cross-verified: SelectTamer restored via CardSource.CanPlayBurst; BounceTamer restored via MatchStateMutationSink ReturnToHand carrier (HandBounceClaass's established mirror) with an explicit AS-IS-quirk-kept callout (the pick-branch guards on _endSelectCoroutine_Burst!=null but invokes _endSelectCoroutine_SelectTamer, kept 1:1 both sides); AddTrashTopCardAtTurnEnd ports the OnEndTurn ActivateClass registration + AceOverflowClass + CardObjectController zone statics 1:1, DOTween/display calls (CreateDebuffEffect/ShowPermanentData/RemoveDigivolveRootEffect) correctly stripped as pure UI. SelectWheterToBurst's two-option panel maps to a documented ChoiceType.ModeChoice ADAPTATION (same pattern as SelectAppFusionEffect in this batch)."
Script/CardEffectCommons/HashtableSetting.cs,MATCH-TRANSLATED,,"All 16 AS-IS hashtable-builder functions present and verbatim, each substrate ADAPTATION individually commented: Permanent(cardSources)->Permanent(context,instanceId,ownerId) transient-view ctor; .Clone()->.ToList() on IReadOnlyList mirror surfaces; CardColor list round-trip via CardSource.ToCardColorList; PermanentOfThisCard()->ICardEffect.ResolvePermanentOfThisCard bridge. Adds 2 documented ADAPTATION overloads (WhenPermanentWouldRemoveFieldCheckHashtable(permanents,byBattleCause,...) and OnDeletionHashtable(permanents,byEffectCause,byBattleCause,isDPZero)) that delegate to the faithful builder and stamp the ByBattleCauseKey/ByEffectCauseKey markers consumed by OnDeletion.cs's IsByBattle/IsByEffect fallback (cross-verified consistent with that file in this same batch) — same C2/RD-C1-CARDEFFECT-IDTHREAD transport-path rationale, not independent inventions. Also adds a shared BuildBattleResultPayload helper factoring out the AS-IS CardController.Battle :4694-4700 hashtable-population idiom, reused by PierceCheckHashtableOfPermanent's synthetic probe and documented as sharing technique with the real battle finalizer."
Script/SelectCardPanel.cs,BLOCKED,,"TO-BE is an 11-line stub explicitly reclassified (not a bare TODO): 'RECLASSIFIED: NOT a card-effect primitive. The AS-IS body is a pure Unity UI panel (MonoBehaviour : TextMeshProUGUI/ScrollRect/Button/DG.Tweening, GameObject.SetActive, Instantiate). Card selection in headless is driven by the ChoiceProvider substrate...out of scope for the engine freeze contract.' Verified AS-IS (688 lines) header confirms heavy TMPro/UI.ScrollRect/DG.Tweening/EventSystems imports consistent with this classification. Legitimate documented exclusion, not an oversight — flagged BLOCKED (stub) per protocol but with sufficient stated reason, distinguishing it from the 4 bare-TODO stubs in this same batch (FieldPermanentCard/DeckData/CardPrefab_CreateDeck/DetailCard_DeckEditor)."
Script/CardPrefab_CreateDeck.cs,BLOCKED,,"TO-BE is a bare 8-line skeleton stub, no reclassification note. AS-IS (636 lines) is a pure Unity MonoBehaviour deck-builder card-prefab view (Image/ScrollRect/Cover/Outline/Animator/CostIcons/TextMeshProUGUI/Coffee.UIEffects fields) — deck-construction UI display, not engine rule state. Zero TO-BE callers found anywhere in src tree. Plausibly legitimately out of engine scope (same class as SelectCardPanel.cs) but lacks the formal reclassification annotation — flagged BLOCKED per stub-without-reason protocol."
Script/CardEffectFactory/KeyWordEffects/BlastDNADigivolution.cs,MATCH-TRANSLATED,,"Fully ported 1:1 mirror including the top-level BlastDNACondition holder class (verbatim Name/Permanents/CardSources + ctor) and the complete BlastDNADigivolveEffect factory body (FilterDNAPermanents/FilterDNAHandSources/HasValidDNATargets/CanSelectPermanent/CanSelectHandSource/CanUseCondition/CanActivateCondition/ActivateCoroutine incl. nested SelectPermanentCoroutine/SelectCardCoroutine). All 4 originally-blocking design items (RD-P6C1-7 SelectHandEffect, RD-P6C1-2 CanPlayJogress, field-frame WRITE via frameless CreateNewPermanent zone-append, jogress COLLAPSE detach leaf) are closed per the header's 2026-07-23 completion note; FRAME ADAPTATION (PreferredFrame/frameID slot-capacity dance -> frameless zone-append) is documented and consistent with the established BT17_095 idiom used elsewhere. File is honest about being 'latent (no live card caller)' — exercised only by a construction smoke test, and flags that a pre-P4 monolith test's anchor (G9-048) moved as a known, already-logged finding, not a new gap."
Script/CardEffectFactory/ChangeSAttack.cs,MATCH-TRANSLATED,"MINOR (undocumented but verified-equivalent rename): TO-BE InvertSAttackStaticEffect uses card.CardNumber for the hash-string key ($""InvertSecA_{card.CardNumber}"") where AS-IS uses card.CardID ($""InvertSecA_{card.CardID}""); the file's own ADAPTATION header lists only 2 items (PermanentOfThisCard bridge, CanNotBeAffected signature) and omits this 3rd substitution. Verified: TO-BE CardSource has no CardID member at all (only CardNumber, backed by Definition.CardNumber); AS-IS CardID resolves to CEntity_Base.CardID (the printed-card-number string field on the ScriptableObject definition) — semantically the same identifier under a renamed accessor, not a behavior change (both produce the same per-card-definition identity string used only as an internal hash key).","Otherwise byte-identical port of all 6 AS-IS functions (ChangeSelfSAttackStaticEffect/ChangeTargetSAttackStaticEffect/ChangeSAttackStaticEffect/InvertSelfSAttackStaticEffect/InvertTargetSAttackStaticEffect/InvertSAttackStaticEffect), generic-T int/Func<int> dispatch logic, CalculateOrder.UpDownValue, and CanNotBeAffected gating all verbatim."
Script/DetailCard_DeckEditor.cs,BLOCKED,,"TO-BE is a bare 8-line skeleton stub, no reclassification note. AS-IS (528 lines) is a pure Unity MonoBehaviour deck-editor detail-card display panel (Image/TextMeshProUGUI/EvoCostColorTab fields for card name/cost/DP/evolution-cost display) — UI display, not engine rule state. Zero TO-BE callers found anywhere in src tree. Same class as CardPrefab_CreateDeck.cs/DeckData.cs — flagged BLOCKED per stub-without-reason protocol."
Script/SelectAppFusionEffect.cs,MATCH-TRANSLATED,,"Full 1:1 mirror of all 3 AS-IS methods (SelectWheterToAppFusion/SelectLink/AddToSources) plus SetUp_SelectWheterToAppFusion/SetUp_SelectLink and all state fields, each AS-IS line range cited. SelectWheterToAppFusion's two-option 'Normal Digivolution'/'App Fusion' panel maps to the same documented ChoiceType.ModeChoice ADAPTATION as SelectBurstDigivolutionEffect (synthetic 'appFusion#{index}' ids). SelectLink explicitly KEEPS the AS-IS quirk verbatim (guard tests _endSelectCoroutine_AppFusion!=null but invokes _endSelectCoroutine_SelectLink) with an explicit no-simplification-rule callout. AddToSources' link.PermanentOfThisCard() bridges via ICardEffect.ResolvePermanentOfThisCard; UnityEngine.Debug.Log correctly stripped as UI/log."
