relpath,verdict,deviations,notes
Script/CardEffectCommons/GiveEffect/GiveEffectToPlayer/CanNotBeDeletedByBattle.cs,MATCH-TRANSLATED,,"substrate only (IEnumerator->Task; PermanentsForTurnPlayer CreateBuffEffect loop dropped); 4-arg canNotBeDestroyedByBattleCondition 전달·PermanentCondition fold 1:1"
Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/ImmuneFromDPMinus.cs,MATCH-TRANSLATED,,"substrate only (IEnumerator->Task; CreateBuffEffect UI dropped); ImmuneFromDPMinusStaticEffect 배선·가드 1:1"
Script/CardEffectFactory/KeyWordEffects/ArtsDigivolve.cs,MATCH-TRANSLATED,,"substrate only (IEnumerator->async Task; StartCoroutine->await; HasMatchConditionPermanent card-context overload = scope-neutral); SelectPermanentEffect/PlayCardClass 인자 1:1"
Script/CardEffectFactory/KeyWordEffects/Overclock.cs,MATCH-TRANSLATED,,"substrate only (PermanentOfThisCard()->ResolvePermanentOfThisCard; IEnumerator->Task); SelfEffect+Effect 두 리전·rootCardEffect 분기·CanActivate 1:1"
Script/CardEffectFactory/KeyWordEffects/Reboot.cs,MATCH-TRANSLATED,,"substrate only (PermanentOfThisCard()->ResolvePermanentOfThisCard); RebootSelfStaticEffect/RebootStaticEffect·isInherited/isLinked 분기·PermanentCondition 1:1"
Script/CardEffectCommons/KeyWordEffects/Decoy.cs,MATCH-TRANSLATED,,"substrate only (IEnumerator->async Task; HasMatchConditionPermanent/MatchConditionPermanentCount card-context overload; HideDeleteEffect UI dropped; willBeRemoveField=false restored); CanActivateDecoy·DeletePeremanentAndProcess·maxCount=Min(1,..) 1:1"
Script/CardEffectFactory/KeyWordEffects/Execute.cs,MATCH-TRANSLATED,,"substrate only (PermanentOfThisCard()->ResolvePermanentOfThisCard; IEnumerator->Task); CanActivateExecute/ExecuteProcess 배선 1:1"
Script/CardEffectFactory/KeyWordEffects/Vortex.cs,MATCH-TRANSLATED,,"substrate only (PermanentOfThisCard()->ResolvePermanentOfThisCard; IEnumerator->Task); CanActivateVortex/VortexProcess 배선 1:1"
Script/CardEffectCommons/GiveEffect/GiveEffectToPlayer/CanNotReturnToHand.cs,MATCH-TRANSLATED,,"substrate only (IEnumerator->Task; PermanentsForTurnPlayer CreateBuffEffect loop dropped); CannotReturnToHandStaticEffect·PermanentCondition fold 1:1"
Script/CardEffectCommons/GiveEffect/GiveEffectToPlayer/ImmuneFromDPMinus.cs,MATCH-TRANSLATED,,"IEnumerator->async Task; logic 1:1 (guards, PermanentCondition battle-area+!CanNotBeAffected+predicate, CanUseCondition=true, ImmuneFromDPMinusStaticEffect, AddEffectToPlayer None); shared Impl + CardSource-only overload; CreateBuffEffect UI dropped"
Script/CardEffectFactory/CanNotBeDeletedByEffect.cs,MATCH-1:1,,"body byte-identical (CanNotBeDestroyedBySkillStaticEffect: same nested conditions, same CanNotBeAffected(canNotBeDestroyedBySkillClass), same IsPermanentExistsOnField); namespace/using only. Header comment claims InstanceId adaptation NOT present (stale)"
Script/CutInProcess.cs,BLOCKED,"CutInProcessCoroutine — STOP seat (design item RD-R3-02); TO-BE comment-only stub, no code","Deliberate STOP: AS-IS CutInProcessCoroutine dead (zero callers), blocked on DestroyPermanentsClass mirror (R2-P2-4); re-open condition documented in stub"
Script/CardEffectFactory/KeyWordEffects/Iceclad.cs,MATCH-TRANSLATED,,"Logic verbatim; only substrate bridge card.PermanentOfThisCard()->ResolvePermanentOfThisCard(card)"
Script/CardEffectFactory/KeyWordEffects/Rush.cs,MATCH-TRANSLATED,,"Logic verbatim; only PermanentOfThisCard()->ResolvePermanentOfThisCard(card) substrate bridge"
Script/CardEffectCommons/CanUseEffects/OnTrashDigivolutionCard.cs,MATCH-1:1,,"both methods (CanTriggerOnTrashSelfDigivolutionCard, CanTriggerOnTrashDigivolutionCard) byte-identical; namespace/using only"
Script/CardEffectCommons/CanUseEffects/OnTrashLinkCard.cs,MATCH-1:1,,"identical logic (LinkedCards.Contains guard + hashtable permanent/effect/discarded-cards chain); namespace/using only"
Script/CardEffectCommons/CanUseEffects/OnTrashLinkedCard.cs,MATCH-1:1,,"identical logic (LinkedCards variant); namespace/using only"
Script/CardEffects/ChangeBaseDPClass.cs,MATCH-1:1,,"kind-class identical (SetUpChangeBaseDPClass, GetDP guard chain, PermanentCondition/IsUpDown/IsMinusDP); namespace/using only"
Script/CardEffects/ChangeDPClass.cs,MATCH-1:1,,"kind-class identical; namespace/using only"
Script/CardEffectFactory/KeyWordEffects/Collision.cs,MATCH-TRANSLATED,,"Logic verbatim incl. isLinkedEffect passthrough; only PermanentOfThisCard()->ResolvePermanentOfThisCard(card) substrate bridge"
Script/CardEffectCommons/KeyWordEffects/Save.cs,MATCH-TRANSLATED,,"IEnumerator->async Task; CanActivateSave/SaveProcess logic preserved. Substrate: added CardSource scan-scope param on CanActivateSave/MatchConditionPermanentCount; SelectPermanentEffect callback records selection, AddDigivolutionCardsBottom run after Activate(); activateClass->EffectSourceCard.InstanceId; TrashHandCard UI hide dropped"
Script/CardEffects/ChangeCardDPClass.cs,MATCH-1:1,,"kind-class identical (CardSource-keyed GetDP/CardCondition); namespace/using only"
Script/GameRandom.cs,MATCH-TRANSLATED,,"Script-layer TO-BE intentionally-empty skeleton; AS-IS Xoshiro256** PRNG re-housed to Headless/Services/GameRandomSource.cs (static->injected IRandomSource). Algorithm core preserved. Caveat: substrate draws NextUInt64 (AS-IS NextUInt32 top-32) + NextDouble 53-bit (AS-IS float 24-bit) so raw sequences not byte-identical (acceptable substrate); Script seat is bare TODO skeleton w/o retirement guard"
Script/CardEffectCommons/KeyWordEffects/Jamming.cs,MATCH-TRANSLATED,,"IEnumerator->async Task; GainJamming logic 1:1 (null/battle-area/EffectSourceCard guards, PermanentCondition==target, CanUseCondition !CanNotBeAffected, JammingStaticEffect, AddEffectToPermanent None); terminal CreateBuffEffect VFX dropped"
Script/CardEffectCommons/KeyWordEffects/Scapegoat.cs,MATCH-TRANSLATED,,"IEnumerator->Task; single-arg HasMatchConditionPermanent(pred) mapped to scoped (TopCard,pred) overload; per-selected DeletePeremanent coroutine restructured 1:1 with SuccessProcess willBeRemoveField=false restored; HideDeleteEffect() VFX stripped"
Script/CardEffectFactory/CanNoReturnToDeck.cs,MATCH-1:1,,"body byte-identical; only namespace/using added (CanNotBeAffected adaptation lives in underlying method, call-site text identical)"
Script/MainPhaseAction/PlayCardAction.cs,MATCH-TRANSLATED,,"Photon Serialize/Deserialize/byte[] ctor transport stripped (substrate); void Execute->Task Execute; ctor+fields+Execute delegation identical"
Script/CardEffectCommons/CanUseEffects/PermanentEnterField/PermanentEnterField.cs,MATCH-1:1,,"body byte-identical; namespace/using only"
Script/CardEffectCommons/KeyWordEffects/Reboot.cs,MATCH-TRANSLATED,,"IEnumerator->Task; factory build + AddEffectToPermanent(None) identical; terminal CreateBuffEffect VFX dropped (documented adaptation)"
Script/CardEffectFactory/CanNotBeTrashedByEffect.cs,MATCH-1:1,,"body byte-identical (IsPermanentExistsOnField guard preserved); namespace/using only"
Script/CardEffectFactory/CanNotReturnToHand.cs,MATCH-1:1,,"body byte-identical; namespace/using only"
Script/CardEffectFactory/ImmuneFromDPMinus.cs,MATCH-1:1,,"body byte-identical; namespace/using only"
Script/CardEffects/CanSuspendByDigisorptionClass.cs,MATCH-1:1,,"body byte-identical; namespace/using only"
Script/CardEffectCommons/GiveEffect/GiveEffectToPlayer/ChangeCardDP.cs,MATCH-TRANSLATED,,"IEnumerator->Task; split into Task overload + private Impl; guard order (activateClass/EffectSourceCard null, changeValue==0) preserved; factory call + AddEffectToPlayer(None) identical"
Script/CardEffectCommons/MinMax_DP_Cost_Level/Cost/IsMaxCost.cs,MATCH-TRANSLATED,,"Player->HeadlessPlayerId; GetBattleAreaDigimons/Permanents->IZoneStateReader.GetCards(BattleArea) projection; IsPermanentExistsOnOwnerBattleArea folded into OwnerId!=owner+IsPermanentExistsOnBattleArea; GetNonMaxCostPermanents gains CardSource param, drops explicit TopCard!=null filter (equivalent), max/threshold logic identical"
Script/CardEffectCommons/KeyWordEffects/Ascension.cs,MATCH-TRANSLATED,,"IEnumerator->Task; CanTrigger/CanActivate delegate verbatim; card.Owner.CanAddSecurity->new Player(Context,Owner).CanAddSecurity(InstanceId); SetBoolSelection/WaitForEndSelect/AddSecurityCard flow 1:1; RD-P6C2-1 gap resolved"
Script/CardEffectFactory/CanNotBeAttacked.cs,MATCH-TRANSLATED,,"card.PermanentOfThisCard()->ResolvePermanentOfThisCard(card); CanUseCondition/DefenderCondition/delegation to CanNotAttackStaticEffect identical"
Script/CardEffectFactory/CanNotBeBlocked.cs,MATCH-TRANSLATED,,"card.PermanentOfThisCard()->ResolvePermanentOfThisCard(card); AttackerCondition/CanUseCondition/delegation to CanNotBlockStaticEffect identical"
Script/CardEffects/ChangeLinkCostClass.cs,MATCH-1:1,,"body byte-identical (GetCost/CardCondition/PermanentCondition/IsUpDown); namespace/using only"
Script/CardEffectCommons/CanUseEffects/WhenPermanentWouldDigivolve.cs,MATCH-TRANSLATED,,"logic identical; substrate: card.PermanentOfThisCard()->ResolvePermanentOfThisCard(card); static partial + namespace"
Script/ShowPhaseObject.cs,BLOCKED,"skeleton header only (lines 1-8, no body)","TO-BE unported stub; AS-IS is Unity UI MonoBehaviour (phase-bar sprites/Update loop) — pure presentation, no engine logic"
Script/CardEffectFactory/KeyWordEffects/Save.cs,MATCH-TRANSLATED,,"logic identical; substrate: IEnumerator ActivateCoroutine->Task; delegated CanActivateSave gains extra card arg (hashtable,card,cond) vs AS-IS (hashtable,cond) — signature adaptation in ported helper, not a branch change here"
Script/CardEffectFactory/CanNotBeDeletedByBattle.cs,MATCH-TRANSLATED,,"body byte-identical; only namespace/using added (header comment mentions CanNotBeAffected adaptation but body still calls CanNotBeAffected(canNotBeDestroyedByBattleClass) unchanged)"
Script/CardEffects/CanNotBeDestroyedByBattleClass.cs,MATCH-TRANSLATED,,"body byte-identical; namespace + using restructure only"
Script/CardEffectCommons/CanUseEffects/WhenRemoveField.cs,MATCH-TRANSLATED,,"body byte-identical (all 3 regions); namespace/using only"
Script/CardEffectCommons/MinMax_DP_Cost_Level/Level/IsMinLevel.cs,MATCH-TRANSLATED,,"logic equivalent; substrate: Player owner->HeadlessPlayerId, GetBattleAreaDigimons->IZoneStateReader.GetCards+IsDigimon filter, gameContext.Players->TurnController.Current.PlayerOrder; owner-check via OwnerId then generic IsPermanentExistsOnBattleAreaDigimon (equivalent to AS-IS owner-scoped check)"
Script/CardEffectCommons/GiveEffect/GiveEffectToPlayer/ChangeDigivolutionCost.cs,MATCH-TRANSLATED,,"logic identical; substrate: nullable annotations + ChangeDigivolutionCostStaticEffect<int>(...) generic form vs non-generic AS-IS; latent (0 callers)"
Script/CardEffects/CannotReduceCostClass.cs,MATCH-TRANSLATED,,"body byte-identical; namespace/using only"
Script/SpellRestoration.cs,BLOCKED,"skeleton header only (lines 1-8, no body)","TO-BE unported stub; AS-IS = base64 spell-code convert (JsonUtility/Convert), DataLoader LOW"
Script/MainPhaseAction/CheatAction.cs,BLOCKED,"skeleton header only (lines 1-8, no body)","TO-BE unported stub; AS-IS = cheat MainPhaseAction w/ Photon Serialize/Deserialize + Execute switch"
Script/CardEffectFactory/CanNotSuspend.cs,MATCH-TRANSLATED,,"body byte-identical; namespace/using only (header notes CanNotBeAffected adaptation but body unchanged)"
Script/CardEffectFactory/CanNotUnsuspend.cs,MATCH-TRANSLATED,,"body byte-identical; namespace/using only"
Script/CardEffectFactory/KeyWordEffects/Training.cs,MATCH-TRANSLATED,,"logic equivalent; substrate: IEnumerator->async Task, yield return StartCoroutine(X)->await X, PermanentOfThisCard->ResolvePermanentOfThisCard, AddDigivolutionCardsBottom(activateClass)->(EffectSourceCard?.InstanceId), LibraryCards snapshot restaged post-Tap; NOTE SuspendPermanentsClass ctor reshaped (list,activateClass,isBlock:false) vs AS-IS (list,CardEffectHashtable(activateClass)) — cross-file: isBlock:false preserves AS-IS default"
Script/JsonSerializedClass.cs,BLOCKED,"skeleton header only (lines 1-8, no body)","TO-BE unported stub; AS-IS = [Serializable] DTOs (RootObject/CardData/AlternateArt/DigivolveCondition/CardName/Restriction) for card JSON"
Script/CardEffectFactory/CanNotBeDeleted.cs,MATCH-TRANSLATED,,"namespace+drop UnityEngine only; body byte-identical. Header claims CanNotBeAffected(InstanceId) ADAPTATION but code still calls CanNotBeAffected(canNotBeDestroyedClass) same as AS-IS — stale comment, no logic change"
Script/CardEffectFactory/CanNotBeRemoved.cs,MATCH-TRANSLATED,,"namespace+drop UnityEngine only; body byte-identical. Same stale ADAPTATION comment as CanNotBeDeleted; code identical to AS-IS"
Script/CardEffectCommons/CanUseEffects/OnAddDigivolutionCards.cs,MATCH-TRANSLATED,,"namespace + static partial only; body byte-identical"
Script/CardEffectCommons/CanUseEffects/OnAttack.cs,MATCH-TRANSLATED,,"namespace + static partial only; body byte-identical"
Script/CardEffectCommons/CanUseEffects/WhenUseOption.cs,MATCH-TRANSLATED,,"namespace + static partial only; both regions byte-identical"
Script/CardEffects/ImmuneFromStackTrashingClass.cs,MATCH-TRANSLATED,,"namespace + drop Photon/UnityEngine usings only; body byte-identical"
Script/CardEffects/InvertSAttackClass.cs,MATCH-TRANSLATED,,"namespace + drop UnityEngine/Unity.Mathematics only; body byte-identical"
Script/CardEffectFactory/KeyWordEffects/ArmorPurge.cs,MATCH-TRANSLATED,,"substrate: IEnumerator ActivateCoroutine->Task (pure delegation, return-type swap); card.CardID->card.CardNumber in SetHashString interpolation (equivalent stable per-card key). All branches identical"
Script/CardEffectFactory/TreatAsDigimon.cs,MATCH-TRANSLATED,,"namespace + drop UnityEngine only; body byte-identical"
Script/CardEffects/AddJogressConditionClass.cs,MATCH-TRANSLATED,,"namespace + drop UnityEngine only; body byte-identical incl. .Map lambda + EvoRootCondition closure"
Script/CardEffectCommons/KeyWordEffects/Training.cs,DEVIATION,"Training(): AS-IS indexes card.Owner.LibraryCards[0] directly with NO guard (throws IndexOutOfRange on empty library); TO-BE (lines 53-57) wraps in if (libraryCards.Count > 0) and no-ops when empty — added defensive guard changes empty-library behavior from throw to silent skip","Rest legit substrate (IEnumerator->async Task, StartCoroutine->await, SuspendPermanentsClass isBlock:false, ResolvePermanentOfThisCard, InstanceId, Player snapshot). File is latent/0-caller in BOTH (live path=factory Training.cs); header discloses guard. Low-severity given dead wrapper"
